Gene,p_value,odds_ratio,n_strong_present,n_weak_present,p_adj,Direction
sctC_2,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
sseC,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
apc4,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
group_227,0.03770739064856711,Inf,6,0,1,Enriched in Strong
shlB_1,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
group_161,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
ssaV_1,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
apc3,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
group_109,0.9999999999999999,0.7736247612523403,4,3,1,Enriched in Strong
group_88,0.31561085972850683,4.5892868785941205,5,1,1,Enriched in Strong
group_4338,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_4336,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_4335,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_4334,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_4333,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3796,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3794,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3792,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3790,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3789,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3786,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3785,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3784,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3781,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3775,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3774,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3773,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3772,0.10130718954248366,Inf,5,0,1,Enriched in Strong
addA_2,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3766,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3765,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3764,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3763,0.10130718954248366,Inf,5,0,1,Enriched in Strong
recF_3,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3761,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3758,0.10130718954248366,Inf,5,0,1,Enriched in Strong
cusR_1,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3754,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3745,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3744,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3743,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3742,0.10130718954248366,Inf,5,0,1,Enriched in Strong
cheB_5,0.10130718954248366,Inf,5,0,1,Enriched in Strong
actP_2,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3741,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3738,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3736,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3735,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3731,0.10130718954248366,Inf,5,0,1,Enriched in Strong
nhaK_1,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3729,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3722,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3721,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3720,0.10130718954248366,Inf,5,0,1,Enriched in Strong
rcsC_30,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3718,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3716,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3715,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3714,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3713,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3712,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3711,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3708,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3707,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3706,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3593,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3332,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_3324,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_3316,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_3281,0.6266968325791856,0.5204165825214591,3,3,1,No difference
group_3272,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_3125,0.6266968325791856,0.5204165825214591,3,3,1,No difference
group_3124,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3119,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3063,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3041,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_3034,0.10130718954248366,Inf,5,0,1,Enriched in Strong
dmlR_20,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2957,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2928,0.6266968325791856,0.5204165825214591,3,3,1,No difference
fbp_2~~~fbp_1,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_2900,0.6266968325791856,0.5204165825214591,3,3,1,No difference
group_2891,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2881,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2872,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2867,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2860,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2847,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2845,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2842,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2837,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2831,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2811,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2797,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2796,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2758,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2747,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2729,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2711,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2698,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2689,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2653,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_2632,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2623,0.6266968325791856,0.5204165825214591,3,3,1,No difference
group_2619,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2608,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2601,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2600,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2599,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2598,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2573,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2572,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2560,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2559,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2542,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2535,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2534,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2533,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2518,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2517,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2516,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2515,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2506,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2505,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2492,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2491,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2475,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2451,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2450,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2437,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2413,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2385,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2384,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2362,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2361,0.10130718954248366,Inf,5,0,1,Enriched in Strong
ybcO,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2354,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2345,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2339,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2338,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2329,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2328,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2317,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2316,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2298,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2291,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2290,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2289,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2284,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2275,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2274,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2265,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2245,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2231,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2230,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2218,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2217,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2216,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2195,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2194,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2160,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2159,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2158,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2157,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2143,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2131,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2130,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2129,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2125,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2124,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2109,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2108,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2097,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2088,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2075,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2061,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2051,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2039,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2007,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_2002,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1993,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1992,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1982,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1961,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1950,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1946,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_1939,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1938,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1919,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1906,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1905,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1895,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1884,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1866,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1847,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1841,0.10130718954248366,Inf,5,0,1,Enriched in Strong
slyA_2,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1816,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1798,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1797,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1765,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1764,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1743,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1742,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1731,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1722,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1701,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1688,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1682,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1663,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1648,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1647,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1639,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1638,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1632,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1621,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1613,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1601,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1597,0.6266968325791856,0.5204165825214591,3,3,1,No difference
group_1581,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1555,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1523,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1513,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1508,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1501,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1490,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1463,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1462,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1457,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1435,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1434,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1433,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1428,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1427,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1422,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1421,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1406,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1405,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1379,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1359,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1339,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1334,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1305,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_1297,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1278,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1271,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1252,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1227,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1226,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1225,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1212,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1211,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
prtR_3,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1193,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1187,0.10130718954248366,Inf,5,0,1,Enriched in Strong
kduD,0.6266968325791856,0.5204165825214591,3,3,1,No difference
group_1174,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1164,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1150,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1142,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1137,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1122,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1117,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1096,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1095,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1084,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1066,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1052,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_1037,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_1005,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_996,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_992,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_982,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_978,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_977,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_974,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_966,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_959,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_958,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_953,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_939,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_934,0.10130718954248366,Inf,5,0,1,Enriched in Strong
echA8_2,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_920,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_919,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_883,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_882,1.0000000000000002,1.4008561628039964,4,2,1,Enriched in Strong
group_873,0.10130718954248366,Inf,5,0,1,Enriched in Strong
nodD2_4,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_865,0.10130718954248366,Inf,5,0,1,Enriched in Strong
moaA_2,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_845,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_835,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_822,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_806,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_805,0.10130718954248366,Inf,5,0,1,Enriched in Strong
nphR,0.6266968325791856,0.5204165825214591,3,3,1,No difference
group_782,0.10130718954248366,Inf,5,0,1,Enriched in Strong
group_776,0.10130718954248366,Inf,5,0,1,Enriched in Strong
