Gene,Freq,Category,IsNamed,InSixtyLake,InConnessPond,PondPattern
glnG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3602,18,Core,FALSE,TRUE,TRUE,Both ponds
tolC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
dmlR_8,18,Core,TRUE,TRUE,TRUE,Both ponds
davD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3601,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3600,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3599,18,Core,FALSE,TRUE,TRUE,Both ponds
fabR,18,Core,TRUE,TRUE,TRUE,Both ponds
oprM_6,18,Core,TRUE,TRUE,TRUE,Both ponds
ttgC_5,18,Core,TRUE,TRUE,TRUE,Both ponds
kdkA,18,Core,TRUE,TRUE,TRUE,Both ponds
czcR_6,18,Core,TRUE,TRUE,TRUE,Both ponds
thiI,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3598,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3597,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3596,18,Core,FALSE,TRUE,TRUE,Both ponds
selO,18,Core,TRUE,TRUE,TRUE,Both ponds
hisH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3595,18,Core,FALSE,TRUE,TRUE,Both ponds
cbpA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3592,18,Core,FALSE,TRUE,TRUE,Both ponds
yciH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3590,18,Core,FALSE,TRUE,TRUE,Both ponds
metP_1,18,Core,TRUE,TRUE,TRUE,Both ponds
putP_1,18,Core,TRUE,TRUE,TRUE,Both ponds
gabD,18,Core,TRUE,TRUE,TRUE,Both ponds
btuF_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3589,18,Core,FALSE,TRUE,TRUE,Both ponds
bauC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ydgA,18,Core,TRUE,TRUE,TRUE,Both ponds
msrA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3588,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3587,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3586,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3585,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3584,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3583,18,Core,FALSE,TRUE,TRUE,Both ponds
menI,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3580,18,Core,FALSE,TRUE,TRUE,Both ponds
hutH_1,18,Core,TRUE,TRUE,TRUE,Both ponds
gpmI,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3579,18,Core,FALSE,TRUE,TRUE,Both ponds
hutH_2,18,Core,TRUE,TRUE,TRUE,Both ponds
glnP_4,18,Core,TRUE,TRUE,TRUE,Both ponds
emrY,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3577,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3576,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3575,18,Core,FALSE,TRUE,TRUE,Both ponds
rutR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3574,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3573,18,Core,FALSE,TRUE,TRUE,Both ponds
pckA,18,Core,TRUE,TRUE,TRUE,Both ponds
hutH_3,18,Core,TRUE,TRUE,TRUE,Both ponds
yrfG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3572,18,Core,FALSE,TRUE,TRUE,Both ponds
glnP_3,18,Core,TRUE,TRUE,TRUE,Both ponds
yecS_3,18,Core,TRUE,TRUE,TRUE,Both ponds
damX,18,Core,TRUE,TRUE,TRUE,Both ponds
hisI_1,18,Core,TRUE,TRUE,TRUE,Both ponds
miaA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3569,18,Core,FALSE,TRUE,TRUE,Both ponds
pip_2,18,Core,TRUE,TRUE,TRUE,Both ponds
gshA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3567,18,Core,FALSE,TRUE,TRUE,Both ponds
tauA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ubiB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3566,18,Core,FALSE,TRUE,TRUE,Both ponds
purH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3565,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3564,18,Core,FALSE,TRUE,TRUE,Both ponds
exbD_4,18,Core,TRUE,TRUE,TRUE,Both ponds
ureF,18,Core,TRUE,TRUE,TRUE,Both ponds
hmrR,18,Core,TRUE,TRUE,TRUE,Both ponds
cysA_3,18,Core,TRUE,TRUE,TRUE,Both ponds
higA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3563,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3562,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3560,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3559,18,Core,FALSE,TRUE,TRUE,Both ponds
hslR,18,Core,TRUE,TRUE,TRUE,Both ponds
atoC_3,18,Core,TRUE,TRUE,TRUE,Both ponds
cysG_1,18,Core,TRUE,TRUE,TRUE,Both ponds
aceF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3558,18,Core,FALSE,TRUE,TRUE,Both ponds
dcyD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3557,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3555,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3554,18,Core,FALSE,TRUE,TRUE,Both ponds
yibN,18,Core,TRUE,TRUE,TRUE,Both ponds
rssB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
dltA,18,Core,TRUE,TRUE,TRUE,Both ponds
hutU,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3552,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3551,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3550,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3549,18,Core,FALSE,TRUE,TRUE,Both ponds
phaC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
hxuB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
phaC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
virS,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3548,18,Core,FALSE,TRUE,TRUE,Both ponds
ureC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3547,18,Core,FALSE,TRUE,TRUE,Both ponds
shlB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
sbp_2,18,Core,TRUE,TRUE,TRUE,Both ponds
livF_2,18,Core,TRUE,TRUE,TRUE,Both ponds
argS,18,Core,TRUE,TRUE,TRUE,Both ponds
hmuU_1,18,Core,TRUE,TRUE,TRUE,Both ponds
nhaP2,18,Core,TRUE,TRUE,TRUE,Both ponds
fbp_1,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3544,18,Core,FALSE,TRUE,TRUE,Both ponds
tobZ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3543,18,Core,FALSE,TRUE,TRUE,Both ponds
dusB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3542,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3541,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3540,18,Core,FALSE,TRUE,TRUE,Both ponds
ftsN,18,Core,TRUE,TRUE,TRUE,Both ponds
mdoG,18,Core,TRUE,TRUE,TRUE,Both ponds
dmdC_4,18,Core,TRUE,TRUE,TRUE,Both ponds
dctB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
typA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3538,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3537,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3535,18,Core,FALSE,TRUE,TRUE,Both ponds
fbpA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3534,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3533,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3532,18,Core,FALSE,TRUE,TRUE,Both ponds
motB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
thiC,18,Core,TRUE,TRUE,TRUE,Both ponds
rsgA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3530,18,Core,FALSE,TRUE,TRUE,Both ponds
rfaF,18,Core,TRUE,TRUE,TRUE,Both ponds
parE,18,Core,TRUE,TRUE,TRUE,Both ponds
msbA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
speA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3528,18,Core,FALSE,TRUE,TRUE,Both ponds
gpr,18,Core,TRUE,TRUE,TRUE,Both ponds
mutL,18,Core,TRUE,TRUE,TRUE,Both ponds
mcpQ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3527,18,Core,FALSE,TRUE,TRUE,Both ponds
livF_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3526,18,Core,FALSE,TRUE,TRUE,Both ponds
dtd,18,Core,TRUE,TRUE,TRUE,Both ponds
tolQ_5,18,Core,TRUE,TRUE,TRUE,Both ponds
rhlB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3525,18,Core,FALSE,TRUE,TRUE,Both ponds
ctpL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3524,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3523,18,Core,FALSE,TRUE,TRUE,Both ponds
pgaB,18,Core,TRUE,TRUE,TRUE,Both ponds
betT2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3522,18,Core,FALSE,TRUE,TRUE,Both ponds
rplI,18,Core,TRUE,TRUE,TRUE,Both ponds
vgrG1_2,18,Core,TRUE,TRUE,TRUE,Both ponds
emrA_4,18,Core,TRUE,TRUE,TRUE,Both ponds
fabG_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rfaC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3521,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3520,18,Core,FALSE,TRUE,TRUE,Both ponds
cobI,18,Core,TRUE,TRUE,TRUE,Both ponds
queG,18,Core,TRUE,TRUE,TRUE,Both ponds
btuB_5,18,Core,TRUE,TRUE,TRUE,Both ponds
mutY,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3519,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3518,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3517,18,Core,FALSE,TRUE,TRUE,Both ponds
COQ5_2,18,Core,TRUE,TRUE,TRUE,Both ponds
glnQ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3516,18,Core,FALSE,TRUE,TRUE,Both ponds
hemE,18,Core,TRUE,TRUE,TRUE,Both ponds
aaeB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
macA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
cntO_4,18,Core,TRUE,TRUE,TRUE,Both ponds
btuB_4,18,Core,TRUE,TRUE,TRUE,Both ponds
ompR_3,18,Core,TRUE,TRUE,TRUE,Both ponds
cntO_1,18,Core,TRUE,TRUE,TRUE,Both ponds
trmL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3514,18,Core,FALSE,TRUE,TRUE,Both ponds
aroQ1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3513,18,Core,FALSE,TRUE,TRUE,Both ponds
mdtA_5,18,Core,TRUE,TRUE,TRUE,Both ponds
rffG,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3512,18,Core,FALSE,TRUE,TRUE,Both ponds
ltxB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3511,18,Core,FALSE,TRUE,TRUE,Both ponds
tcyC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
glnL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3509,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3508,18,Core,FALSE,TRUE,TRUE,Both ponds
accB,18,Core,TRUE,TRUE,TRUE,Both ponds
copA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
hisA,18,Core,TRUE,TRUE,TRUE,Both ponds
rpmE,18,Core,TRUE,TRUE,TRUE,Both ponds
chaA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3506,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3505,18,Core,FALSE,TRUE,TRUE,Both ponds
nagR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
priA,18,Core,TRUE,TRUE,TRUE,Both ponds
guaD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
artJ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
parC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3503,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3502,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3501,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3499,18,Core,FALSE,TRUE,TRUE,Both ponds
yhgF,18,Core,TRUE,TRUE,TRUE,Both ponds
ydeP,18,Core,TRUE,TRUE,TRUE,Both ponds
aguA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3498,18,Core,FALSE,TRUE,TRUE,Both ponds
tsaE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3497,18,Core,FALSE,TRUE,TRUE,Both ponds
metN_2,18,Core,TRUE,TRUE,TRUE,Both ponds
isfD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rlmB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3495,18,Core,FALSE,TRUE,TRUE,Both ponds
malP,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3494,18,Core,FALSE,TRUE,TRUE,Both ponds
mrcA,18,Core,TRUE,TRUE,TRUE,Both ponds
pgaA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3493,18,Core,FALSE,TRUE,TRUE,Both ponds
rfaG,18,Core,TRUE,TRUE,TRUE,Both ponds
hisF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3491,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3490,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3489,18,Core,FALSE,TRUE,TRUE,Both ponds
opgH,18,Core,TRUE,TRUE,TRUE,Both ponds
secB,18,Core,TRUE,TRUE,TRUE,Both ponds
soj_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ubiE,18,Core,TRUE,TRUE,TRUE,Both ponds
braC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
occP,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3488,18,Core,FALSE,TRUE,TRUE,Both ponds
rnr,18,Core,TRUE,TRUE,TRUE,Both ponds
aceE_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3487,18,Core,FALSE,TRUE,TRUE,Both ponds
glnQ_8,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3486,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3485,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3484,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3483,18,Core,FALSE,TRUE,TRUE,Both ponds
sasA_7,18,Core,TRUE,TRUE,TRUE,Both ponds
tauB,18,Core,TRUE,TRUE,TRUE,Both ponds
bluF,18,Core,TRUE,TRUE,TRUE,Both ponds
grxC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3482,18,Core,FALSE,TRUE,TRUE,Both ponds
acpP_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3481,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3480,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3479,18,Core,FALSE,TRUE,TRUE,Both ponds
metQ_4,18,Core,TRUE,TRUE,TRUE,Both ponds
fic,18,Core,TRUE,TRUE,TRUE,Both ponds
rssB_4,18,Core,TRUE,TRUE,TRUE,Both ponds
argD_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3478,18,Core,FALSE,TRUE,TRUE,Both ponds
glnE,18,Core,TRUE,TRUE,TRUE,Both ponds
aroK,18,Core,TRUE,TRUE,TRUE,Both ponds
trxC,18,Core,TRUE,TRUE,TRUE,Both ponds
czcA_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3477,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3475,18,Core,FALSE,TRUE,TRUE,Both ponds
hfq,18,Core,TRUE,TRUE,TRUE,Both ponds
fpuC,18,Core,TRUE,TRUE,TRUE,Both ponds
nimR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
yycB_4,18,Core,TRUE,TRUE,TRUE,Both ponds
ureE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3474,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3473,18,Core,FALSE,TRUE,TRUE,Both ponds
cysQ~~~cysQ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
mscK,18,Core,TRUE,TRUE,TRUE,Both ponds
hflK,18,Core,TRUE,TRUE,TRUE,Both ponds
tatC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3472,18,Core,FALSE,TRUE,TRUE,Both ponds
fliY_5,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3470,18,Core,FALSE,TRUE,TRUE,Both ponds
artQ,18,Core,TRUE,TRUE,TRUE,Both ponds
cmoM,18,Core,TRUE,TRUE,TRUE,Both ponds
hisZ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
acpP_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3466,18,Core,FALSE,TRUE,TRUE,Both ponds
soxC_3,18,Core,TRUE,TRUE,TRUE,Both ponds
fliY_4,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3465,18,Core,FALSE,TRUE,TRUE,Both ponds
kbp,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3464,18,Core,FALSE,TRUE,TRUE,Both ponds
bcr_1,18,Core,TRUE,TRUE,TRUE,Both ponds
putA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3463,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3462,18,Core,FALSE,TRUE,TRUE,Both ponds
lpxT,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3461,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3460,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3457,18,Core,FALSE,TRUE,TRUE,Both ponds
gltB,18,Core,TRUE,TRUE,TRUE,Both ponds
nlhH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3454,18,Core,FALSE,TRUE,TRUE,Both ponds
rfaP,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3452,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3451,18,Core,FALSE,TRUE,TRUE,Both ponds
cobL,18,Core,TRUE,TRUE,TRUE,Both ponds
hutI,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3450,18,Core,FALSE,TRUE,TRUE,Both ponds
fliY_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3449,18,Core,FALSE,TRUE,TRUE,Both ponds
rssB_6,18,Core,TRUE,TRUE,TRUE,Both ponds
occM_2~~~occM_3,18,Core,TRUE,TRUE,TRUE,Both ponds
tatA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3448,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3447,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3446,18,Core,FALSE,TRUE,TRUE,Both ponds
cobK,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3445,18,Core,FALSE,TRUE,TRUE,Both ponds
rhdA,18,Core,TRUE,TRUE,TRUE,Both ponds
cpdA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
pncB2,18,Core,TRUE,TRUE,TRUE,Both ponds
serB2,18,Core,TRUE,TRUE,TRUE,Both ponds
cysT,18,Core,TRUE,TRUE,TRUE,Both ponds
lcdH_2~~~lcdH~~~lcdH_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3411,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3392,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3389,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3387,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3377,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3370,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3359,18,Core,FALSE,TRUE,TRUE,Both ponds
rfbD~~~rfbD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
mamB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3338,18,Core,FALSE,TRUE,TRUE,Both ponds
nolT,18,Core,TRUE,TRUE,TRUE,Both ponds
yhhW_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3334,18,Core,FALSE,TRUE,TRUE,Both ponds
nepI_2~~~nepI_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3329,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3323,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3322,18,Core,FALSE,TRUE,TRUE,Both ponds
rfbA~~~rfbA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3319,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3315,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3314,18,Core,FALSE,TRUE,TRUE,Both ponds
patA~~~patA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3307,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3305,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3303,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3302,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3301,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3299,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3297,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3294,18,Core,FALSE,TRUE,TRUE,Both ponds
liuE,18,Core,TRUE,TRUE,TRUE,Both ponds
aes_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3291,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3289,18,Core,FALSE,TRUE,TRUE,Both ponds
rhsA~~~rhsB,18,Core,TRUE,TRUE,TRUE,Both ponds
hpf,18,Core,TRUE,TRUE,TRUE,Both ponds
yedK_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3278,18,Core,FALSE,TRUE,TRUE,Both ponds
paiA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3277,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3275,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3270,18,Core,FALSE,TRUE,TRUE,Both ponds
soxC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3268,18,Core,FALSE,TRUE,TRUE,Both ponds
inaZ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3264,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3263,18,Core,FALSE,TRUE,TRUE,Both ponds
cbiA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3262,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3261,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3259,18,Core,FALSE,TRUE,TRUE,Both ponds
gltF_3~~~gltF_5~~~gltF_4,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3258,18,Core,FALSE,TRUE,TRUE,Both ponds
slmA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3250,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3249,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3248,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3245,18,Core,FALSE,TRUE,TRUE,Both ponds
madC,18,Core,TRUE,TRUE,TRUE,Both ponds
gloC,18,Core,TRUE,TRUE,TRUE,Both ponds
dacC_2~~~dacC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3244,18,Core,FALSE,TRUE,TRUE,Both ponds
yedZ1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3243,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3242,18,Core,FALSE,TRUE,TRUE,Both ponds
scpB_2~~~scpB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3238,18,Core,FALSE,TRUE,TRUE,Both ponds
mug,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3237,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3235,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3234,18,Core,FALSE,TRUE,TRUE,Both ponds
ycaC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3233,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3232,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3231,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3230,18,Core,FALSE,TRUE,TRUE,Both ponds
lrpC_2~~~lrpC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
bluB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3228,18,Core,FALSE,TRUE,TRUE,Both ponds
stp_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3226,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3225,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3224,18,Core,FALSE,TRUE,TRUE,Both ponds
ttuB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3223,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3220,18,Core,FALSE,TRUE,TRUE,Both ponds
btuB_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3217,18,Core,FALSE,TRUE,TRUE,Both ponds
tmk_2~~~tmk_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3215,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3214,18,Core,FALSE,TRUE,TRUE,Both ponds
kaiC_4~~~kaiC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3211,18,Core,FALSE,TRUE,TRUE,Both ponds
mreC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3210,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3207,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3206,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3205,18,Core,FALSE,TRUE,TRUE,Both ponds
ycgJ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3204,18,Core,FALSE,TRUE,TRUE,Both ponds
puuB_6~~~puuB_7,18,Core,TRUE,TRUE,TRUE,Both ponds
por,18,Core,TRUE,TRUE,TRUE,Both ponds
fhuA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3202,18,Core,FALSE,TRUE,TRUE,Both ponds
queA,18,Core,TRUE,TRUE,TRUE,Both ponds
fatA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3200,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3199,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3198,18,Core,FALSE,TRUE,TRUE,Both ponds
nemA_2~~~nemA_3~~~nemA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3197,18,Core,FALSE,TRUE,TRUE,Both ponds
pxpC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3196,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3195,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3194,18,Core,FALSE,TRUE,TRUE,Both ponds
comR~~~comR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_3193,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3191,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3190,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3189,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3188,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3187,18,Core,FALSE,TRUE,TRUE,Both ponds
group_3186,18,Core,FALSE,TRUE,TRUE,Both ponds
