Gene,Freq,Category,IsNamed,InSixtyLake,InConnessPond,PondPattern
group_2287,18,Core,FALSE,TRUE,TRUE,Both ponds
rplX,18,Core,TRUE,TRUE,TRUE,Both ponds
rplU,18,Core,TRUE,TRUE,TRUE,Both ponds
yqjD_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2286,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2285,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2279,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2278,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2277,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2276,18,Core,FALSE,TRUE,TRUE,Both ponds
zapA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2271,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2270,18,Core,FALSE,TRUE,TRUE,Both ponds
yqjZ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2268,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2266,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2259,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2258,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2257,18,Core,FALSE,TRUE,TRUE,Both ponds
fdxA,18,Core,TRUE,TRUE,TRUE,Both ponds
iscA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2256,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2255,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2251,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2250,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2249,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2248,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2247,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2246,18,Core,FALSE,TRUE,TRUE,Both ponds
sutA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2240,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2239,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2238,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2237,18,Core,FALSE,TRUE,TRUE,Both ponds
yqcC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2235,18,Core,FALSE,TRUE,TRUE,Both ponds
flhB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2234,18,Core,FALSE,TRUE,TRUE,Both ponds
fliE,18,Core,TRUE,TRUE,TRUE,Both ponds
glpE_1,18,Core,TRUE,TRUE,TRUE,Both ponds
trxA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2223,18,Core,FALSE,TRUE,TRUE,Both ponds
rplV,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2222,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2221,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2220,18,Core,FALSE,TRUE,TRUE,Both ponds
cyaY,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2210,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2209,18,Core,FALSE,TRUE,TRUE,Both ponds
tusE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2208,18,Core,FALSE,TRUE,TRUE,Both ponds
bigR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2207,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2206,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2205,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2198,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2197,18,Core,FALSE,TRUE,TRUE,Both ponds
ydgC,18,Core,TRUE,TRUE,TRUE,Both ponds
grxD,18,Core,TRUE,TRUE,TRUE,Both ponds
yajC,18,Core,TRUE,TRUE,TRUE,Both ponds
ybaB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2196,18,Core,FALSE,TRUE,TRUE,Both ponds
glnK,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2192,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2189,18,Core,FALSE,TRUE,TRUE,Both ponds
cyoD,18,Core,TRUE,TRUE,TRUE,Both ponds
fdx_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2188,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2187,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2186,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2185,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2179,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2178,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2177,18,Core,FALSE,TRUE,TRUE,Both ponds
mnhC1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2176,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2175,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2174,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2173,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2172,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2171,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2168,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2167,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2166,18,Core,FALSE,TRUE,TRUE,Both ponds
arnE_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2165,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2163,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2162,18,Core,FALSE,TRUE,TRUE,Both ponds
tusC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2155,18,Core,FALSE,TRUE,TRUE,Both ponds
rplR,18,Core,TRUE,TRUE,TRUE,Both ponds
rplS,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2154,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2153,18,Core,FALSE,TRUE,TRUE,Both ponds
rutC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2150,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2148,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2147,18,Core,FALSE,TRUE,TRUE,Both ponds
cidA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
pucM,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2146,18,Core,FALSE,TRUE,TRUE,Both ponds
folB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2145,18,Core,FALSE,TRUE,TRUE,Both ponds
rutC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2139,18,Core,FALSE,TRUE,TRUE,Both ponds
rplT,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2138,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2137,18,Core,FALSE,TRUE,TRUE,Both ponds
queD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2136,18,Core,FALSE,TRUE,TRUE,Both ponds
rpsM,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2135,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2134,18,Core,FALSE,TRUE,TRUE,Both ponds
arnE_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2133,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2127,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2120,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2119,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2118,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2117,18,Core,FALSE,TRUE,TRUE,Both ponds
walR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2116,18,Core,FALSE,TRUE,TRUE,Both ponds
dgkA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2115,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2114,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2113,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2112,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2101,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2100,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2099,18,Core,FALSE,TRUE,TRUE,Both ponds
pcoC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2098,18,Core,FALSE,TRUE,TRUE,Both ponds
rplL,18,Core,TRUE,TRUE,TRUE,Both ponds
pleD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2093,18,Core,FALSE,TRUE,TRUE,Both ponds
rplN,18,Core,TRUE,TRUE,TRUE,Both ponds
secE,18,Core,TRUE,TRUE,TRUE,Both ponds
sdhD,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2092,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2091,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2082,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2081,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2080,18,Core,FALSE,TRUE,TRUE,Both ponds
rlpA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsL,18,Core,TRUE,TRUE,TRUE,Both ponds
folX,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2079,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2078,18,Core,FALSE,TRUE,TRUE,Both ponds
ehpR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2077,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2076,18,Core,FALSE,TRUE,TRUE,Both ponds
crcB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2074,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2073,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2072,18,Core,FALSE,TRUE,TRUE,Both ponds
sdhC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2071,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2070,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2069,18,Core,FALSE,TRUE,TRUE,Both ponds
cheY,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2065,18,Core,FALSE,TRUE,TRUE,Both ponds
cpdR,18,Core,TRUE,TRUE,TRUE,Both ponds
merR1_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2063,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2062,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2056,18,Core,FALSE,TRUE,TRUE,Both ponds
yabJ_5,18,Core,TRUE,TRUE,TRUE,Both ponds
yabJ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rssB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
apaG,18,Core,TRUE,TRUE,TRUE,Both ponds
yabJ_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2054,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2044,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2043,18,Core,FALSE,TRUE,TRUE,Both ponds
divK,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2042,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2041,18,Core,FALSE,TRUE,TRUE,Both ponds
gcvH_2,18,Core,TRUE,TRUE,TRUE,Both ponds
ybaN,18,Core,TRUE,TRUE,TRUE,Both ponds
gcvH_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2036,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2035,18,Core,FALSE,TRUE,TRUE,Both ponds
rplQ,18,Core,TRUE,TRUE,TRUE,Both ponds
cidA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
iscU,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2033,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2032,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2031,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2028,18,Core,FALSE,TRUE,TRUE,Both ponds
yabJ_4,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2027,18,Core,FALSE,TRUE,TRUE,Both ponds
rpsK,18,Core,TRUE,TRUE,TRUE,Both ponds
fliS,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2026,18,Core,FALSE,TRUE,TRUE,Both ponds
fecI_1,18,Core,TRUE,TRUE,TRUE,Both ponds
cbiG,18,Core,TRUE,TRUE,TRUE,Both ponds
yabJ_3,18,Core,TRUE,TRUE,TRUE,Both ponds
cueR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
dsrE,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsI,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2023,18,Core,FALSE,TRUE,TRUE,Both ponds
hpcD,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2022,18,Core,FALSE,TRUE,TRUE,Both ponds
msrB_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2021,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2020,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2015,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2014,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2013,18,Core,FALSE,TRUE,TRUE,Both ponds
rbfA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2012,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2011,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2010,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2009,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2008,18,Core,FALSE,TRUE,TRUE,Both ponds
yqjC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_2004,18,Core,FALSE,TRUE,TRUE,Both ponds
group_2003,18,Core,FALSE,TRUE,TRUE,Both ponds
erpA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1999,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1998,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1997,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1996,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1995,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1994,18,Core,FALSE,TRUE,TRUE,Both ponds
cueR_2,18,Core,TRUE,TRUE,TRUE,Both ponds
dksA_3,18,Core,TRUE,TRUE,TRUE,Both ponds
rbsD,18,Core,TRUE,TRUE,TRUE,Both ponds
dksA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1989,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1988,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1987,18,Core,FALSE,TRUE,TRUE,Both ponds
fur,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1986,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1985,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1984,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1983,18,Core,FALSE,TRUE,TRUE,Both ponds
exbD_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1980,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1979,18,Core,FALSE,TRUE,TRUE,Both ponds
flgB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1978,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1977,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1976,18,Core,FALSE,TRUE,TRUE,Both ponds
walR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1975,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1974,18,Core,FALSE,TRUE,TRUE,Both ponds
hiuH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1969,18,Core,FALSE,TRUE,TRUE,Both ponds
fosA,18,Core,TRUE,TRUE,TRUE,Both ponds
rnk,18,Core,TRUE,TRUE,TRUE,Both ponds
ndhC,18,Core,TRUE,TRUE,TRUE,Both ponds
pilA,18,Core,TRUE,TRUE,TRUE,Both ponds
arnF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1965,18,Core,FALSE,TRUE,TRUE,Both ponds
rplP,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1964,18,Core,FALSE,TRUE,TRUE,Both ponds
arfB,18,Core,TRUE,TRUE,TRUE,Both ponds
arnE_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1960,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1959,18,Core,FALSE,TRUE,TRUE,Both ponds
atpC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1958,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1957,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1956,18,Core,FALSE,TRUE,TRUE,Both ponds
mscL,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1954,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1953,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1952,18,Core,FALSE,TRUE,TRUE,Both ponds
sspB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1944,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1943,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1942,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1941,18,Core,FALSE,TRUE,TRUE,Both ponds
ohrB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1934,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1933,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1932,18,Core,FALSE,TRUE,TRUE,Both ponds
farR,18,Core,TRUE,TRUE,TRUE,Both ponds
rutC_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1931,18,Core,FALSE,TRUE,TRUE,Both ponds
yhfA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1926,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1923,18,Core,FALSE,TRUE,TRUE,Both ponds
ndk,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1922,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1921,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1920,18,Core,FALSE,TRUE,TRUE,Both ponds
exbD_1,18,Core,TRUE,TRUE,TRUE,Both ponds
tolR,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1916,18,Core,FALSE,TRUE,TRUE,Both ponds
rplM,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1915,18,Core,FALSE,TRUE,TRUE,Both ponds
holC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1913,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1912,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1911,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1910,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1909,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1903,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1902,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1901,18,Core,FALSE,TRUE,TRUE,Both ponds
rplK,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1900,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1899,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1892,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1891,18,Core,FALSE,TRUE,TRUE,Both ponds
ratA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1890,18,Core,FALSE,TRUE,TRUE,Both ponds
mhqP,18,Core,TRUE,TRUE,TRUE,Both ponds
slyA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1889,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1888,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1885,18,Core,FALSE,TRUE,TRUE,Both ponds
pfyP_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rplO,18,Core,TRUE,TRUE,TRUE,Both ponds
yqgF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1882,18,Core,FALSE,TRUE,TRUE,Both ponds
hrp1,18,Core,TRUE,TRUE,TRUE,Both ponds
lrpC_2,18,Core,TRUE,TRUE,TRUE,Both ponds
yqaA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1881,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1880,18,Core,FALSE,TRUE,TRUE,Both ponds
aroQ_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1879,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1878,18,Core,FALSE,TRUE,TRUE,Both ponds
tspO,18,Core,TRUE,TRUE,TRUE,Both ponds
aroQ_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1876,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1874,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1871,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1870,18,Core,FALSE,TRUE,TRUE,Both ponds
dksA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1869,18,Core,FALSE,TRUE,TRUE,Both ponds
xcpT,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1864,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1863,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1862,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1861,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1860,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1859,18,Core,FALSE,TRUE,TRUE,Both ponds
lrp_2,18,Core,TRUE,TRUE,TRUE,Both ponds
atoC_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ybbJ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1858,18,Core,FALSE,TRUE,TRUE,Both ponds
sixA,18,Core,TRUE,TRUE,TRUE,Both ponds
soxR,18,Core,TRUE,TRUE,TRUE,Both ponds
moaE,18,Core,TRUE,TRUE,TRUE,Both ponds
sigE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1852,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1851,18,Core,FALSE,TRUE,TRUE,Both ponds
fliJ,18,Core,TRUE,TRUE,TRUE,Both ponds
merR1_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1850,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1849,18,Core,FALSE,TRUE,TRUE,Both ponds
rnhA,18,Core,TRUE,TRUE,TRUE,Both ponds
rimI,18,Core,TRUE,TRUE,TRUE,Both ponds
fkpB,18,Core,TRUE,TRUE,TRUE,Both ponds
flgC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1843,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1842,18,Core,FALSE,TRUE,TRUE,Both ponds
ohrR,18,Core,TRUE,TRUE,TRUE,Both ponds
elaA,18,Core,TRUE,TRUE,TRUE,Both ponds
mraZ,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1837,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1836,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1835,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1834,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1833,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1832,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1831,18,Core,FALSE,TRUE,TRUE,Both ponds
ybgC,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1830,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1829,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1827,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1826,18,Core,FALSE,TRUE,TRUE,Both ponds
dut,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1821,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1820,18,Core,FALSE,TRUE,TRUE,Both ponds
ibpA_1,18,Core,TRUE,TRUE,TRUE,Both ponds
ybeY,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1819,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1818,18,Core,FALSE,TRUE,TRUE,Both ponds
rpiB,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1814,18,Core,FALSE,TRUE,TRUE,Both ponds
resA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1813,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1812,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1811,18,Core,FALSE,TRUE,TRUE,Both ponds
exbD_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1810,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1806,18,Core,FALSE,TRUE,TRUE,Both ponds
ptsN,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1805,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1804,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1803,18,Core,FALSE,TRUE,TRUE,Both ponds
bfr_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1802,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1801,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1791,18,Core,FALSE,TRUE,TRUE,Both ponds
iorA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1790,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1789,18,Core,FALSE,TRUE,TRUE,Both ponds
mlaD,18,Core,TRUE,TRUE,TRUE,Both ponds
yjaB_2,18,Core,TRUE,TRUE,TRUE,Both ponds
rlmH,18,Core,TRUE,TRUE,TRUE,Both ponds
pfyP_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1788,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1787,18,Core,FALSE,TRUE,TRUE,Both ponds
ccmE,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1786,18,Core,FALSE,TRUE,TRUE,Both ponds
fliN,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1780,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1779,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1778,18,Core,FALSE,TRUE,TRUE,Both ponds
decR_3,18,Core,TRUE,TRUE,TRUE,Both ponds
atpF,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1777,18,Core,FALSE,TRUE,TRUE,Both ponds
ybaK,18,Core,TRUE,TRUE,TRUE,Both ponds
bfr_2,18,Core,TRUE,TRUE,TRUE,Both ponds
nrdR,18,Core,TRUE,TRUE,TRUE,Both ponds
rpsG,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1776,18,Core,FALSE,TRUE,TRUE,Both ponds
phaJ,18,Core,TRUE,TRUE,TRUE,Both ponds
cynS,18,Core,TRUE,TRUE,TRUE,Both ponds
decR_1,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1768,18,Core,FALSE,TRUE,TRUE,Both ponds
marR,18,Core,TRUE,TRUE,TRUE,Both ponds
moaC,18,Core,TRUE,TRUE,TRUE,Both ponds
lrp_3,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1767,18,Core,FALSE,TRUE,TRUE,Both ponds
ccmH,18,Core,TRUE,TRUE,TRUE,Both ponds
greB,18,Core,TRUE,TRUE,TRUE,Both ponds
sulA,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1766,18,Core,FALSE,TRUE,TRUE,Both ponds
bcp,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1761,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1760,18,Core,FALSE,TRUE,TRUE,Both ponds
rclC,18,Core,TRUE,TRUE,TRUE,Both ponds
rimP,18,Core,TRUE,TRUE,TRUE,Both ponds
greA_2,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1759,18,Core,FALSE,TRUE,TRUE,Both ponds
ribH,18,Core,TRUE,TRUE,TRUE,Both ponds
group_1758,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1757,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1756,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1755,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1747,18,Core,FALSE,TRUE,TRUE,Both ponds
group_1745,18,Core,FALSE,TRUE,TRUE,Both ponds
