Gene,p_value,odds_ratio,n_strong_present,n_weak_present,p_adj,Direction,Category
group_1508,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1501,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1490,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1463,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1462,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1457,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1435,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1434,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1433,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1428,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1427,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1422,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1421,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1406,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1405,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1379,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1359,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1339,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1334,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1297,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1278,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1271,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1252,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1227,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1226,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1225,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1212,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
prtR_3,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1193,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1187,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1174,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1164,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1150,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1142,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1137,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1122,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1117,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1096,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1095,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1084,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1066,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1052,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_1005,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_996,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_992,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_982,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_978,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_977,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_974,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_966,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_959,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_958,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_953,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_939,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_934,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_920,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_919,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_883,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_873,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
nodD2_4,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_865,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
moaA_2,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_845,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_835,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_822,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_806,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_805,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_782,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_776,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_742,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_711,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_707,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_705,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
ftsH_2,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_652,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_647,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_606,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
tetX,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_566,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_555,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_538,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_537,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_526,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
rssB_1,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
intA_1,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
pbuE_2,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_485,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_478,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_460,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_455,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
bspRIM,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_444,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_429,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
recF_2,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_362,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_360,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_351,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_345,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_315,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_310,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_308,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_298,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_286,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_245,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_240,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_237,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_223,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_213,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_211,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_210,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
nfdA,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_170,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
recB_2,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_160,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_140,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_128,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_127,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_119,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_104,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_102,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_101,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
rcsC_2,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_93,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_91,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_90,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_86,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_83,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_80,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_72,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_69,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_58,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_55,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_51,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_48,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_42,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
addA_1,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
rapA_1,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_16,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_14,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_12,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_3536,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3404,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3398,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3354,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3341,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3340,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3321,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3280,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3257,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
xerC_7~~~xerC_4,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3103,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3076,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_3005,0.007936507936507936,Inf,5,0,0.03284130354194048,Enriched in Strong,Accessory
group_2213,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_2141,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_2140,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_1771,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_1770,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_1762,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_1568,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_1487,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_1377,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_1328,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
pgrR_2,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
dadA,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
mtaD_1,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
group_97,0.007936507936507936,0,0,4,0.03284130354194048,Enriched in Weak,Accessory
