time	Isolate	OD	Isolate2
16.5	CP19F2	1.757	CP19F2.1
17	CP19F2	1.815	CP19F2.1
17.5	CP19F2	1.865	CP19F2.1
18	CP19F2	1.904	CP19F2.1
18.5	CP19F2	1.961	CP19F2.1
19	CP19F2	2.01	CP19F2.1
19.5	CP19F2	2.027	CP19F2.1
20	CP19F2	2.048	CP19F2.1
20.5	CP19F2	2.131	CP19F2.1
21	CP19F2	2.149	CP19F2.1
21.5	CP19F2	2.188	CP19F2.1
22	CP19F2	2.179	CP19F2.1
22.5	CP19F2	2.177	CP19F2.1
23	CP19F2	2.199	CP19F2.1
23.5	CP19F2	2.205	CP19F2.1
24	CP19F2	2.26	CP19F2.1
24.5	CP19F2	2.235	CP19F2.1
25	CP19F2	2.228	CP19F2.1
25.5	CP19F2	2.229	CP19F2.1
26	CP19F2	2.251	CP19F2.1
26.5	CP19F2	2.239	CP19F2.1
27	CP19F2	2.252	CP19F2.1
27.5	CP19F2	2.283	CP19F2.1
28	CP19F2	2.247	CP19F2.1
28.5	CP19F2	2.292	CP19F2.1
29	CP19F2	2.248	CP19F2.1
29.5	CP19F2	2.219	CP19F2.1
30	CP19F2	2.263	CP19F2.1
30.5	CP19F2	2.242	CP19F2.1
31	CP19F2	2.234	CP19F2.1
31.5	CP19F2	2.294	CP19F2.1
32	CP19F2	2.238	CP19F2.1
32.5	CP19F2	2.249	CP19F2.2
33	CP19F2	2.245	CP19F2.2
33.5	CP19F2	2.252	CP19F2.2
34	CP19F2	2.268	CP19F2.2
34.5	CP19F2	2.231	CP19F2.2
35	CP19F2	2.243	CP19F2.2
35.5	CP19F2	2.251	CP19F2.2
36	CP19F2	2.268	CP19F2.2
0.5	CP20G1	0.102	CP20G1.2
1	CP20G1	0.102	CP20G1.2
1.5	CP20G1	0.104	CP20G1.2
2	CP20G1	0.11	CP20G1.2
2.5	CP20G1	0.118	CP20G1.2
3	CP20G1	0.129	CP20G1.2
3.5	CP20G1	0.146	CP20G1.2
4	CP20G1	0.155	CP20G1.2
4.5	CP20G1	0.181	CP20G1.2
5	CP20G1	0.248	CP20G1.2
5.5	CP20G1	0.33	CP20G1.2
6	CP20G1	0.446	CP20G1.2
6.5	CP20G1	0.52	CP20G1.2
7	CP20G1	0.65	CP20G1.2
7.5	CP20G1	0.765	CP20G1.2
8	CP20G1	0.897	CP20G1.2
8.5	CP20G1	1.025	CP20G1.2
9	CP20G1	1.13	CP20G1.2
9.5	CP20G1	1.245	CP20G1.2
10	CP20G1	1.304	CP20G1.2
10.5	CP20G1	1.42	CP20G1.2
11	CP20G1	1.472	CP20G1.2
11.5	CP20G1	1.528	CP20G1.2
12	CP20G1	1.586	CP20G1.2
12.5	CP20G1	1.64	CP20G1.2
13	CP20G1	1.679	CP20G1.2
13.5	CP20G1	1.725	CP20G1.2
14	CP20G1	1.77	CP20G1.2
14.5	CP20G1	1.833	CP20G1.2
15	CP20G1	1.875	CP20G1.2
15.5	CP20G1	1.897	CP20G1.2
16	CP20G1	1.942	CP20G1.2
16.5	CP20G1	1.977	CP20G1.2
17	CP20G1	1.99	CP20G1.2
17.5	CP20G1	2.026	CP20G1.2
18	CP20G1	2.039	CP20G1.2
18.5	CP20G1	2.063	CP20G1.2
19	CP20G1	2.082	CP20G1.2
19.5	CP20G1	2.096	CP20G1.2
20	CP20G1	2.096	CP20G1.2
20.5	CP20G1	2.12	CP20G1.2
21	CP20G1	2.135	CP20G1.2
21.5	CP20G1	2.135	CP20G1.2
22	CP20G1	2.152	CP20G1.2
22.5	CP20G1	2.143	CP20G1.2
23	CP20G1	2.127	CP20G1.2
23.5	CP20G1	2.143	CP20G1.2
24	CP20G1	2.172	CP20G1.2
24.5	CP20G1	2.156	CP20G1.2
25	CP20G1	2.142	CP20G1.2
25.5	CP20G1	2.169	CP20G1.2
26	CP20G1	2.143	CP20G1.2
26.5	CP20G1	2.14	CP20G1.2
27	CP20G1	2.14	CP20G1.2
27.5	CP20G1	2.144	CP20G1.2
28	CP20G1	2.155	CP20G1.2
28.5	CP20G1	2.164	CP20G1.2
29	CP20G1	2.148	CP20G1.2
29.5	CP20G1	2.131	CP20G1.2
30	CP20G1	2.138	CP20G1.2
30.5	CP20G1	2.131	CP20G1.2
31	CP20G1	2.126	CP20G1.2
31.5	CP20G1	2.121	CP20G1.2
32	CP20G1	2.099	CP20G1.2
32.5	CP20G1	2.063	CP20G1.2
33	CP20G1	2.08	CP20G1.2
33.5	CP20G1	2.078	CP20G1.2
34	CP20G1	2.05	CP20G1.2
34.5	CP20G1	2.034	CP20G1.2
35	CP20G1	2.03	CP20G1.2
35.5	CP20G1	1.996	CP20G1.2
36	CP20G1	2.008	CP20G1.2
0.5	CP2A	0.087	CP2A.2
1	CP2A	0.087	CP2A.2
1.5	CP2A	0.086	CP2A.2
2	CP2A	0.086	CP2A.2
2.5	CP2A	0.088	CP2A.2
3	CP2A	0.088	CP2A.2
3.5	CP2A	0.09	CP2A.2
4	CP2A	0.088	CP2A.2
4.5	CP2A	0.087	CP2A.2
5	CP2A	0.108	CP2A.2
5.5	CP2A	0.111	CP2A.2
6	CP2A	0.123	CP2A.2
6.5	CP2A	0.127	CP2A.2
7	CP2A	0.111	CP2A.2
7.5	CP2A	0.114	CP2A.2
8	CP2A	0.128	CP2A.2
8.5	CP2A	0.155	CP2A.2
9	CP2A	0.201	CP2A.2
9.5	CP2A	0.256	CP2A.2
10	CP2A	0.316	CP2A.2
10.5	CP2A	0.377	CP2A.2
11	CP2A	0.427	CP2A.2
11.5	CP2A	0.484	CP2A.2
12	CP2A	0.555	CP2A.2
12.5	CP2A	0.68	CP2A.2
13	CP2A	0.784	CP2A.2
13.5	CP2A	0.876	CP2A.2
14	CP2A	0.977	CP2A.2
14.5	CP2A	1.088	CP2A.2
15	CP2A	1.184	CP2A.2
15.5	CP2A	1.26	CP2A.2
16	CP2A	1.373	CP2A.2
16.5	CP2A	1.405	CP2A.2
17	CP2A	1.435	CP2A.2
17.5	CP2A	1.504	CP2A.2
18	CP2A	1.545	CP2A.2
18.5	CP2A	1.587	CP2A.2
19	CP2A	1.649	CP2A.2
19.5	CP2A	1.675	CP2A.2
20	CP2A	1.701	CP2A.2
20.5	CP2A	1.713	CP2A.2
21	CP2A	1.724	CP2A.2
21.5	CP2A	1.748	CP2A.2
22	CP2A	1.777	CP2A.2
22.5	CP2A	1.782	CP2A.2
23	CP2A	1.789	CP2A.2
23.5	CP2A	1.808	CP2A.2
24	CP2A	1.827	CP2A.2
24.5	CP2A	1.86	CP2A.2
25	CP2A	1.859	CP2A.2
25.5	CP2A	1.853	CP2A.2
26	CP2A	1.857	CP2A.2
26.5	CP2A	1.879	CP2A.2
27	CP2A	1.905	CP2A.2
27.5	CP2A	1.9	CP2A.2
28	CP2A	1.93	CP2A.2
28.5	CP2A	1.962	CP2A.2
29	CP2A	1.956	CP2A.2
29.5	CP2A	1.948	CP2A.2
30	CP2A	1.973	CP2A.2
30.5	CP2A	1.98	CP2A.2
31	CP2A	1.996	CP2A.2
31.5	CP2A	1.967	CP2A.2
32	CP2A	1.994	CP2A.2
32.5	CP2A	1.992	CP2A.2
33	CP2A	1.978	CP2A.2
33.5	CP2A	2.013	CP2A.2
34	CP2A	2.015	CP2A.2
34.5	CP2A	1.992	CP2A.2
35	CP2A	2.006	CP2A.2
35.5	CP2A	1.996	CP2A.2
36	CP2A	2.009	CP2A.2
0.5	CP5A	0.102	CP5A.2
1	CP5A	0.101	CP5A.2
1.5	CP5A	0.101	CP5A.2
2	CP5A	0.102	CP5A.2
2.5	CP5A	0.107	CP5A.2
3	CP5A	0.111	CP5A.2
3.5	CP5A	0.116	CP5A.2
4	CP5A	0.119	CP5A.2
4.5	CP5A	0.122	CP5A.2
5	CP5A	0.148	CP5A.2
5.5	CP5A	0.17	CP5A.2
6	CP5A	0.195	CP5A.2
6.5	CP5A	0.235	CP5A.2
7	CP5A	0.279	CP5A.2
7.5	CP5A	0.311	CP5A.2
8	CP5A	0.353	CP5A.2
8.5	CP5A	0.463	CP5A.2
9	CP5A	0.537	CP5A.2
9.5	CP5A	0.66	CP5A.2
10	CP5A	0.694	CP5A.2
10.5	CP5A	0.793	CP5A.2
11	CP5A	1.045	CP5A.2
11.5	CP5A	1.036	CP5A.2
12	CP5A	1.167	CP5A.2
12.5	CP5A	1.308	CP5A.2
13	CP5A	1.27	CP5A.2
13.5	CP5A	1.445	CP5A.2
14	CP5A	1.612	CP5A.2
14.5	CP5A	1.722	CP5A.2
15	CP5A	1.618	CP5A.2
15.5	CP5A	1.726	CP5A.2
16	CP5A	1.767	CP5A.2
16.5	CP5A	1.948	CP5A.2
17	CP5A	1.879	CP5A.2
17.5	CP5A	2.003	CP5A.2
18	CP5A	2.11	CP5A.2
18.5	CP5A	2.078	CP5A.2
19	CP5A	2.19	CP5A.2
19.5	CP5A	2.209	CP5A.2
20	CP5A	2.082	CP5A.2
20.5	CP5A	2.207	CP5A.2
21	CP5A	2.222	CP5A.2
21.5	CP5A	2.158	CP5A.2
22	CP5A	2.181	CP5A.2
22.5	CP5A	2.322	CP5A.2
23	CP5A	2.284	CP5A.2
23.5	CP5A	2.244	CP5A.2
24	CP5A	2.327	CP5A.2
24.5	CP5A	2.337	CP5A.2
25	CP5A	2.268	CP5A.2
25.5	CP5A	2.409	CP5A.2
26	CP5A	2.364	CP5A.2
26.5	CP5A	2.335	CP5A.2
27	CP5A	2.396	CP5A.2
27.5	CP5A	2.482	CP5A.2
28	CP5A	2.408	CP5A.2
28.5	CP5A	2.468	CP5A.2
29	CP5A	2.335	CP5A.2
29.5	CP5A	2.458	CP5A.2
30	CP5A	2.374	CP5A.2
30.5	CP5A	2.374	CP5A.2
31	CP5A	2.501	CP5A.2
31.5	CP5A	2.443	CP5A.2
32	CP5A	2.566	CP5A.2
32.5	CP5A	2.332	CP5A.2
33	CP5A	2.338	CP5A.2
33.5	CP5A	2.396	CP5A.2
34	CP5A	2.565	CP5A.2
34.5	CP5A	2.357	CP5A.2
35	CP5A	2.382	CP5A.2
35.5	CP5A	2.329	CP5A.2
36	CP5A	2.4	CP5A.2
0.5	CP6A	0.091	CP6A.2
1	CP6A	0.09	CP6A.2
1.5	CP6A	0.088	CP6A.2
2	CP6A	0.088	CP6A.2
2.5	CP6A	0.089	CP6A.2
3	CP6A	0.09	CP6A.2
3.5	CP6A	0.096	CP6A.2
4	CP6A	0.09	CP6A.2
4.5	CP6A	0.091	CP6A.2
5	CP6A	0.11	CP6A.2
5.5	CP6A	0.123	CP6A.2
6	CP6A	0.133	CP6A.2
6.5	CP6A	0.138	CP6A.2
7	CP6A	0.139	CP6A.2
7.5	CP6A	0.123	CP6A.2
8	CP6A	0.099	CP6A.2
8.5	CP6A	0.103	CP6A.2
9	CP6A	0.111	CP6A.2
9.5	CP6A	0.129	CP6A.2
10	CP6A	0.141	CP6A.2
10.5	CP6A	0.18	CP6A.2
11	CP6A	0.213	CP6A.2
11.5	CP6A	0.255	CP6A.2
12	CP6A	0.319	CP6A.2
12.5	CP6A	0.389	CP6A.2
13	CP6A	0.468	CP6A.2
13.5	CP6A	0.538	CP6A.2
14	CP6A	0.613	CP6A.2
14.5	CP6A	0.688	CP6A.2
15	CP6A	0.765	CP6A.2
15.5	CP6A	0.848	CP6A.2
16	CP6A	0.94	CP6A.2
16.5	CP6A	1.047	CP6A.2
17	CP6A	1.158	CP6A.2
17.5	CP6A	1.268	CP6A.2
18	CP6A	1.367	CP6A.2
18.5	CP6A	1.478	CP6A.2
19	CP6A	1.576	CP6A.2
19.5	CP6A	1.655	CP6A.2
20	CP6A	1.721	CP6A.2
20.5	CP6A	1.791	CP6A.2
21	CP6A	1.851	CP6A.2
21.5	CP6A	1.894	CP6A.2
22	CP6A	1.947	CP6A.2
22.5	CP6A	1.954	CP6A.2
23	CP6A	2	CP6A.2
23.5	CP6A	2.065	CP6A.2
24	CP6A	2.075	CP6A.2
24.5	CP6A	2.105	CP6A.2
25	CP6A	2.123	CP6A.2
25.5	CP6A	2.13	CP6A.2
26	CP6A	2.154	CP6A.2
26.5	CP6A	2.175	CP6A.2
27	CP6A	2.175	CP6A.2
27.5	CP6A	2.205	CP6A.2
28	CP6A	2.2	CP6A.2
28.5	CP6A	2.226	CP6A.2
29	CP6A	2.213	CP6A.2
29.5	CP6A	2.207	CP6A.2
30	CP6A	2.228	CP6A.2
30.5	CP6A	2.226	CP6A.2
31	CP6A	2.224	CP6A.2
31.5	CP6A	2.22	CP6A.2
32	CP6A	2.217	CP6A.2
32.5	CP6A	2.204	CP6A.2
33	CP6A	2.208	CP6A.2
33.5	CP6A	2.215	CP6A.2
34	CP6A	2.197	CP6A.2
34.5	CP6A	2.176	CP6A.2
35	CP6A	2.192	CP6A.2
35.5	CP6A	2.188	CP6A.2
36	CP6A	2.164	CP6A.2
0.5	630A	0.119	630A.2
1	630A	0.137	630A.2
1.5	630A	0.15	630A.2
2	630A	0.162	630A.2
2.5	630A	0.18	630A.2
3	630A	0.208	630A.2
3.5	630A	0.243	630A.2
4	630A	0.283	630A.2
4.5	630A	0.354	630A.2
5	630A	0.442	630A.2
5.5	630A	0.548	630A.2
6	630A	0.651	630A.2
6.5	630A	0.754	630A.2
7	630A	0.908	630A.2
7.5	630A	1.053	630A.2
8	630A	1.121	630A.2
8.5	630A	1.203	630A.2
9	630A	1.313	630A.2
9.5	630A	1.383	630A.2
10	630A	1.436	630A.2
10.5	630A	1.487	630A.2
11	630A	1.551	630A.2
11.5	630A	1.553	630A.2
12	630A	1.623	630A.2
12.5	630A	1.675	630A.2
13	630A	1.731	630A.2
13.5	630A	1.799	630A.2
14	630A	1.846	630A.2
14.5	630A	1.863	630A.2
15	630A	1.927	630A.2
15.5	630A	1.913	630A.2
16	630A	1.965	630A.2
16.5	630A	2	630A.2
17	630A	2.015	630A.2
17.5	630A	2.03	630A.2
18	630A	2.058	630A.2
18.5	630A	2.074	630A.2
19	630A	2.115	630A.2
19.5	630A	2.089	630A.2
20	630A	2.11	630A.2
20.5	630A	2.116	630A.2
21	630A	2.139	630A.2
21.5	630A	2.15	630A.2
22	630A	2.158	630A.2
22.5	630A	2.148	630A.2
23	630A	2.154	630A.2
23.5	630A	2.155	630A.2
24	630A	2.204	630A.2
24.5	630A	2.18	630A.2
25	630A	2.194	630A.2
25.5	630A	2.197	630A.2
26	630A	2.188	630A.2
26.5	630A	2.212	630A.2
27	630A	2.191	630A.2
27.5	630A	2.191	630A.2
28	630A	2.189	630A.2
28.5	630A	2.241	630A.2
29	630A	2.181	630A.2
29.5	630A	2.19	630A.2
30	630A	2.215	630A.2
30.5	630A	2.204	630A.2
31	630A	2.196	630A.2
31.5	630A	2.201	630A.2
32	630A	2.164	630A.2
32.5	630A	2.153	630A.2
33	630A	2.163	630A.2
33.5	630A	2.143	630A.2
34	630A	2.109	630A.2
34.5	630A	2.097	630A.2
35	630A	2.071	630A.2
35.5	630A	2.092	630A.2
36	630A	2.08	630A.2
0.5	CP12E	0.116	CP12E.2
1	CP12E	0.093	CP12E.2
1.5	CP12E	0.092	CP12E.2
2	CP12E	0.095	CP12E.2
2.5	CP12E	0.095	CP12E.2
3	CP12E	0.103	CP12E.2
3.5	CP12E	0.113	CP12E.2
4	CP12E	0.113	CP12E.2
4.5	CP12E	0.136	CP12E.2
5	CP12E	0.185	CP12E.2
5.5	CP12E	0.245	CP12E.2
6	CP12E	0.33	CP12E.2
6.5	CP12E	0.435	CP12E.2
7	CP12E	0.579	CP12E.2
7.5	CP12E	0.755	CP12E.2
8	CP12E	0.857	CP12E.2
8.5	CP12E	0.953	CP12E.2
9	CP12E	1.027	CP12E.2
9.5	CP12E	1.13	CP12E.2
10	CP12E	1.208	CP12E.2
10.5	CP12E	1.307	CP12E.2
11	CP12E	1.387	CP12E.2
11.5	CP12E	1.448	CP12E.2
12	CP12E	1.512	CP12E.2
12.5	CP12E	1.584	CP12E.2
13	CP12E	1.638	CP12E.2
13.5	CP12E	1.716	CP12E.2
14	CP12E	1.787	CP12E.2
14.5	CP12E	1.844	CP12E.2
15	CP12E	1.89	CP12E.2
15.5	CP12E	1.94	CP12E.2
16	CP12E	1.982	CP12E.2
16.5	CP12E	2.016	CP12E.2
17	CP12E	2.034	CP12E.2
17.5	CP12E	2.082	CP12E.2
18	CP12E	2.071	CP12E.2
18.5	CP12E	2.118	CP12E.2
19	CP12E	2.152	CP12E.2
19.5	CP12E	2.154	CP12E.2
20	CP12E	2.162	CP12E.2
20.5	CP12E	2.196	CP12E.2
21	CP12E	2.219	CP12E.2
21.5	CP12E	2.226	CP12E.2
22	CP12E	2.238	CP12E.2
22.5	CP12E	2.23	CP12E.2
23	CP12E	2.249	CP12E.2
23.5	CP12E	2.275	CP12E.2
24	CP12E	2.316	CP12E.2
24.5	CP12E	2.318	CP12E.2
25	CP12E	2.301	CP12E.2
25.5	CP12E	2.321	CP12E.2
26	CP12E	2.32	CP12E.2
26.5	CP12E	2.334	CP12E.2
27	CP12E	2.343	CP12E.2
27.5	CP12E	2.358	CP12E.2
28	CP12E	2.349	CP12E.2
28.5	CP12E	2.391	CP12E.2
29	CP12E	2.358	CP12E.2
29.5	CP12E	2.366	CP12E.2
30	CP12E	2.394	CP12E.2
30.5	CP12E	2.383	CP12E.2
31	CP12E	2.404	CP12E.2
31.5	CP12E	2.39	CP12E.2
32	CP12E	2.402	CP12E.2
32.5	CP12E	2.389	CP12E.2
33	CP12E	2.378	CP12E.2
33.5	CP12E	2.421	CP12E.2
34	CP12E	2.412	CP12E.2
34.5	CP12E	2.385	CP12E.2
35	CP12E	2.399	CP12E.2
35.5	CP12E	2.362	CP12E.2
36	CP12E	2.361	CP12E.2
0.5	CP15C	0.103	CP15C.2
1	CP15C	0.1	CP15C.2
1.5	CP15C	0.098	CP15C.2
2	CP15C	0.098	CP15C.2
2.5	CP15C	0.099	CP15C.2
3	CP15C	0.099	CP15C.2
3.5	CP15C	0.103	CP15C.2
4	CP15C	0.11	CP15C.2
4.5	CP15C	0.121	CP15C.2
5	CP15C	0.135	CP15C.2
5.5	CP15C	0.16	CP15C.2
6	CP15C	0.19	CP15C.2
6.5	CP15C	0.241	CP15C.2
7	CP15C	0.324	CP15C.2
7.5	CP15C	0.446	CP15C.2
8	CP15C	0.581	CP15C.2
8.5	CP15C	0.655	CP15C.2
9	CP15C	0.755	CP15C.2
9.5	CP15C	0.852	CP15C.2
10	CP15C	0.967	CP15C.2
10.5	CP15C	1.076	CP15C.2
11	CP15C	1.168	CP15C.2
11.5	CP15C	1.256	CP15C.2
12	CP15C	1.336	CP15C.2
12.5	CP15C	1.405	CP15C.2
13	CP15C	1.459	CP15C.2
13.5	CP15C	1.538	CP15C.2
14	CP15C	1.581	CP15C.2
14.5	CP15C	1.633	CP15C.2
15	CP15C	1.675	CP15C.2
15.5	CP15C	1.728	CP15C.2
16	CP15C	1.778	CP15C.2
16.5	CP15C	1.853	CP15C.2
17	CP15C	1.882	CP15C.2
17.5	CP15C	1.934	CP15C.2
18	CP15C	1.972	CP15C.2
18.5	CP15C	2.005	CP15C.2
19	CP15C	2.028	CP15C.2
19.5	CP15C	2.035	CP15C.2
20	CP15C	2.049	CP15C.2
20.5	CP15C	2.095	CP15C.2
21	CP15C	2.123	CP15C.2
21.5	CP15C	2.116	CP15C.2
22	CP15C	2.133	CP15C.2
22.5	CP15C	2.126	CP15C.2
23	CP15C	2.134	CP15C.2
23.5	CP15C	2.147	CP15C.2
24	CP15C	2.158	CP15C.2
24.5	CP15C	2.141	CP15C.2
25	CP15C	2.138	CP15C.2
25.5	CP15C	2.139	CP15C.2
26	CP15C	2.147	CP15C.2
26.5	CP15C	2.144	CP15C.2
27	CP15C	2.146	CP15C.2
27.5	CP15C	2.152	CP15C.2
28	CP15C	2.151	CP15C.2
28.5	CP15C	2.164	CP15C.2
29	CP15C	2.148	CP15C.2
29.5	CP15C	2.111	CP15C.2
30	CP15C	2.118	CP15C.2
30.5	CP15C	2.111	CP15C.2
31	CP15C	2.107	CP15C.2
31.5	CP15C	2.117	CP15C.2
32	CP15C	2.092	CP15C.2
32.5	CP15C	2.071	CP15C.2
33	CP15C	2.062	CP15C.2
33.5	CP15C	2.067	CP15C.2
34	CP15C	2.058	CP15C.2
34.5	CP15C	2.041	CP15C.2
35	CP15C	2.052	CP15C.2
35.5	CP15C	2.022	CP15C.2
36	CP15C	2.028	CP15C.2
0.5	CP19F2	0.098	CP19F2.2
1	CP19F2	0.098	CP19F2.2
1.5	CP19F2	0.095	CP19F2.2
2	CP19F2	0.097	CP19F2.2
2.5	CP19F2	0.096	CP19F2.2
3	CP19F2	0.099	CP19F2.2
3.5	CP19F2	0.106	CP19F2.2
4	CP19F2	0.098	CP19F2.2
4.5	CP19F2	0.101	CP19F2.2
5	CP19F2	0.127	CP19F2.2
5.5	CP19F2	0.14	CP19F2.2
6	CP19F2	0.157	CP19F2.2
6.5	CP19F2	0.177	CP19F2.2
7	CP19F2	0.203	CP19F2.2
7.5	CP19F2	0.234	CP19F2.2
8	CP19F2	0.313	CP19F2.2
8.5	CP19F2	0.397	CP19F2.2
9	CP19F2	0.508	CP19F2.2
9.5	CP19F2	0.611	CP19F2.2
10	CP19F2	0.761	CP19F2.2
10.5	CP19F2	0.885	CP19F2.2
11	CP19F2	1.015	CP19F2.2
11.5	CP19F2	1.139	CP19F2.2
12	CP19F2	1.242	CP19F2.2
12.5	CP19F2	1.3	CP19F2.2
13	CP19F2	1.401	CP19F2.2
13.5	CP19F2	1.481	CP19F2.2
14	CP19F2	1.534	CP19F2.2
14.5	CP19F2	1.564	CP19F2.2
15	CP19F2	1.639	CP19F2.2
15.5	CP19F2	1.678	CP19F2.2
16	CP19F2	1.718	CP19F2.2
16.5	CP19F2	1.768	CP19F2.2
17	CP19F2	1.801	CP19F2.2
17.5	CP19F2	1.849	CP19F2.2
18	CP19F2	1.885	CP19F2.2
18.5	CP19F2	1.925	CP19F2.2
19	CP19F2	1.978	CP19F2.2
19.5	CP19F2	2.005	CP19F2.2
20	CP19F2	2.046	CP19F2.2
20.5	CP19F2	2.102	CP19F2.2
21	CP19F2	2.138	CP19F2.2
21.5	CP19F2	2.155	CP19F2.2
22	CP19F2	2.2	CP19F2.2
22.5	CP19F2	2.161	CP19F2.2
23	CP19F2	2.201	CP19F2.2
23.5	CP19F2	2.205	CP19F2.2
24	CP19F2	2.221	CP19F2.2
24.5	CP19F2	2.223	CP19F2.2
25	CP19F2	2.211	CP19F2.2
25.5	CP19F2	2.235	CP19F2.2
26	CP19F2	2.231	CP19F2.2
26.5	CP19F2	2.237	CP19F2.2
27	CP19F2	2.228	CP19F2.2
27.5	CP19F2	2.243	CP19F2.2
28	CP19F2	2.251	CP19F2.2
28.5	CP19F2	2.286	CP19F2.2
29	CP19F2	2.24	CP19F2.2
29.5	CP19F2	2.24	CP19F2.2
30	CP19F2	2.253	CP19F2.2
30.5	CP19F2	2.26	CP19F2.2
31	CP19F2	2.264	CP19F2.2
31.5	CP19F2	2.248	CP19F2.2
32	CP19F2	2.216	CP19F2.2
32.5	CP19F2	2.242	CP19F2.2
33	CP19F2	2.224	CP19F2.2
33.5	CP19F2	2.258	CP19F2.2
34	CP19F2	2.261	CP19F2.2
34.5	CP19F2	2.236	CP19F2.2
35	CP19F2	2.242	CP19F2.2
35.5	CP19F2	2.249	CP19F2.2
36	CP19F2	2.247	CP19F2.2
0.5	CP20G1	0.12	CP20G1.2
1	CP20G1	0.103	CP20G1.2
1.5	CP20G1	0.106	CP20G1.2
2	CP20G1	0.111	CP20G1.2
2.5	CP20G1	0.118	CP20G1.2
3	CP20G1	0.13	CP20G1.2
3.5	CP20G1	0.143	CP20G1.2
4	CP20G1	0.156	CP20G1.2
4.5	CP20G1	0.181	CP20G1.2
5	CP20G1	0.236	CP20G1.2
5.5	CP20G1	0.308	CP20G1.2
6	CP20G1	0.407	CP20G1.2
6.5	CP20G1	0.479	CP20G1.2
7	CP20G1	0.554	CP20G1.2
7.5	CP20G1	0.685	CP20G1.2
8	CP20G1	0.833	CP20G1.2
8.5	CP20G1	0.982	CP20G1.2
9	CP20G1	1.091	CP20G1.2
9.5	CP20G1	1.217	CP20G1.2
10	CP20G1	1.298	CP20G1.2
10.5	CP20G1	1.389	CP20G1.2
11	CP20G1	1.472	CP20G1.2
11.5	CP20G1	1.504	CP20G1.2
12	CP20G1	1.552	CP20G1.2
12.5	CP20G1	1.584	CP20G1.2
13	CP20G1	1.635	CP20G1.2
13.5	CP20G1	1.683	CP20G1.2
14	CP20G1	1.725	CP20G1.2
14.5	CP20G1	1.808	CP20G1.2
15	CP20G1	1.845	CP20G1.2
15.5	CP20G1	1.871	CP20G1.2
16	CP20G1	1.909	CP20G1.2
16.5	CP20G1	1.959	CP20G1.2
17	CP20G1	1.971	CP20G1.2
17.5	CP20G1	1.992	CP20G1.2
18	CP20G1	2.02	CP20G1.2
18.5	CP20G1	2.033	CP20G1.2
19	CP20G1	2.04	CP20G1.2
19.5	CP20G1	2.056	CP20G1.2
20	CP20G1	2.057	CP20G1.2
20.5	CP20G1	2.058	CP20G1.2
21	CP20G1	2.084	CP20G1.2
21.5	CP20G1	2.098	CP20G1.2
22	CP20G1	2.11	CP20G1.2
22.5	CP20G1	2.081	CP20G1.2
23	CP20G1	2.077	CP20G1.2
23.5	CP20G1	2.088	CP20G1.2
24	CP20G1	2.125	CP20G1.2
24.5	CP20G1	2.123	CP20G1.2
25	CP20G1	2.103	CP20G1.2
25.5	CP20G1	2.099	CP20G1.2
26	CP20G1	2.08	CP20G1.2
26.5	CP20G1	2.076	CP20G1.2
27	CP20G1	2.087	CP20G1.2
27.5	CP20G1	2.079	CP20G1.2
28	CP20G1	2.068	CP20G1.2
28.5	CP20G1	2.103	CP20G1.2
29	CP20G1	2.065	CP20G1.2
29.5	CP20G1	2.056	CP20G1.2
30	CP20G1	2.064	CP20G1.2
30.5	CP20G1	2.047	CP20G1.2
31	CP20G1	2.035	CP20G1.2
31.5	CP20G1	2.046	CP20G1.2
32	CP20G1	2.003	CP20G1.2
32.5	CP20G1	1.993	CP20G1.2
33	CP20G1	1.988	CP20G1.2
33.5	CP20G1	1.979	CP20G1.2
34	CP20G1	1.97	CP20G1.2
34.5	CP20G1	1.931	CP20G1.2
35	CP20G1	1.942	CP20G1.2
35.5	CP20G1	1.931	CP20G1.2
36	CP20G1	1.938	CP20G1.2
0.5	CP2A	0.09	CP2A.2
1	CP2A	0.088	CP2A.2
1.5	CP2A	0.086	CP2A.2
2	CP2A	0.087	CP2A.2
2.5	CP2A	0.087	CP2A.2
3	CP2A	0.089	CP2A.2
3.5	CP2A	0.085	CP2A.2
4	CP2A	0.088	CP2A.2
4.5	CP2A	0.087	CP2A.2
5	CP2A	0.101	CP2A.2
5.5	CP2A	0.104	CP2A.2
6	CP2A	0.109	CP2A.2
6.5	CP2A	0.107	CP2A.2
7	CP2A	0.107	CP2A.2
7.5	CP2A	0.117	CP2A.2
8	CP2A	0.127	CP2A.2
8.5	CP2A	0.155	CP2A.2
9	CP2A	0.196	CP2A.2
9.5	CP2A	0.248	CP2A.2
10	CP2A	0.302	CP2A.2
10.5	CP2A	0.369	CP2A.2
11	CP2A	0.444	CP2A.2
11.5	CP2A	0.485	CP2A.2
12	CP2A	0.564	CP2A.2
12.5	CP2A	0.662	CP2A.2
13	CP2A	0.698	CP2A.2
13.5	CP2A	0.826	CP2A.2
14	CP2A	0.968	CP2A.2
14.5	CP2A	1.082	CP2A.2
15	CP2A	1.153	CP2A.2
15.5	CP2A	1.226	CP2A.2
16	CP2A	1.293	CP2A.2
16.5	CP2A	1.344	CP2A.2
17	CP2A	1.403	CP2A.2
17.5	CP2A	1.433	CP2A.2
18	CP2A	1.445	CP2A.2
