time	Isolate	OD	Isolate2
3.5	629A2A	0.085	629A2A.3
4	629A2A	0.087	629A2A.3
4.5	629A2A	0.086	629A2A.3
5	629A2A	0.092	629A2A.3
5.5	629A2A	0.097	629A2A.3
6	629A2A	0.101	629A2A.3
6.5	629A2A	0.109	629A2A.3
7	629A2A	0.122	629A2A.3
7.5	629A2A	0.147	629A2A.3
8	629A2A	0.192	629A2A.3
8.5	629A2A	0.26	629A2A.3
9	629A2A	0.372	629A2A.3
9.5	629A2A	0.488	629A2A.3
10	629A2A	0.567	629A2A.3
10.5	629A2A	0.683	629A2A.3
11	629A2A	0.812	629A2A.3
11.5	629A2A	0.937	629A2A.3
12	629A2A	1.05	629A2A.3
12.5	629A2A	1.15	629A2A.3
13	629A2A	1.227	629A2A.3
13.5	629A2A	1.277	629A2A.3
14	629A2A	1.372	629A2A.3
14.5	629A2A	1.427	629A2A.3
15	629A2A	1.484	629A2A.3
15.5	629A2A	1.542	629A2A.3
16	629A2A	1.592	629A2A.3
16.5	629A2A	1.639	629A2A.3
17	629A2A	1.68	629A2A.3
17.5	629A2A	1.728	629A2A.3
18	629A2A	1.767	629A2A.3
18.5	629A2A	1.833	629A2A.3
19	629A2A	1.877	629A2A.3
19.5	629A2A	1.917	629A2A.3
20	629A2A	1.942	629A2A.3
20.5	629A2A	1.992	629A2A.3
21	629A2A	2.03	629A2A.3
21.5	629A2A	2.032	629A2A.3
22	629A2A	2.02	629A2A.3
22.5	629A2A	2.023	629A2A.3
23	629A2A	2.021	629A2A.3
23.5	629A2A	2.05	629A2A.3
24	629A2A	2.07	629A2A.3
24.5	629A2A	2.101	629A2A.3
25	629A2A	2.099	629A2A.3
25.5	629A2A	2.108	629A2A.3
26	629A2A	2.112	629A2A.3
26.5	629A2A	2.122	629A2A.3
27	629A2A	2.156	629A2A.3
27.5	629A2A	2.152	629A2A.3
28	629A2A	2.168	629A2A.3
28.5	629A2A	2.196	629A2A.3
29	629A2A	2.198	629A2A.3
29.5	629A2A	2.182	629A2A.3
30	629A2A	2.226	629A2A.3
30.5	629A2A	2.201	629A2A.3
31	629A2A	2.171	629A2A.3
31.5	629A2A	2.236	629A2A.3
32	629A2A	2.218	629A2A.3
32.5	629A2A	2.214	629A2A.3
33	629A2A	2.193	629A2A.3
33.5	629A2A	2.263	629A2A.3
34	629A2A	2.221	629A2A.3
34.5	629A2A	2.201	629A2A.3
35	629A2A	2.222	629A2A.3
35.5	629A2A	2.174	629A2A.3
36	629A2A	2.23	629A2A.3
0.5	631B	0.086	631B.3
1	631B	0.085	631B.3
1.5	631B	0.085	631B.3
2	631B	0.084	631B.3
2.5	631B	0.086	631B.3
3	631B	0.098	631B.3
3.5	631B	0.11	631B.3
4	631B	0.105	631B.3
4.5	631B	0.107	631B.3
5	631B	0.139	631B.3
5.5	631B	0.161	631B.3
6	631B	0.182	631B.3
6.5	631B	0.206	631B.3
7	631B	0.238	631B.3
7.5	631B	0.273	631B.3
8	631B	0.331	631B.3
8.5	631B	0.41	631B.3
9	631B	0.515	631B.3
9.5	631B	0.613	631B.3
10	631B	0.727	631B.3
10.5	631B	0.82	631B.3
11	631B	0.88	631B.3
11.5	631B	0.927	631B.3
12	631B	0.97	631B.3
12.5	631B	1.03	631B.3
13	631B	1.084	631B.3
13.5	631B	1.128	631B.3
14	631B	1.172	631B.3
14.5	631B	1.228	631B.3
15	631B	1.299	631B.3
15.5	631B	1.361	631B.3
16	631B	1.418	631B.3
16.5	631B	1.459	631B.3
17	631B	1.513	631B.3
17.5	631B	1.513	631B.3
18	631B	1.548	631B.3
18.5	631B	1.575	631B.3
19	631B	1.59	631B.3
19.5	631B	1.61	631B.3
20	631B	1.629	631B.3
20.5	631B	1.67	631B.3
21	631B	1.685	631B.3
21.5	631B	1.712	631B.3
22	631B	1.73	631B.3
22.5	631B	1.712	631B.3
23	631B	1.746	631B.3
23.5	631B	1.742	631B.3
24	631B	1.772	631B.3
24.5	631B	1.772	631B.3
25	631B	1.768	631B.3
25.5	631B	1.784	631B.3
26	631B	1.814	631B.3
26.5	631B	1.787	631B.3
27	631B	1.824	631B.3
27.5	631B	1.81	631B.3
28	631B	1.931	631B.3
28.5	631B	1.827	631B.3
29	631B	1.834	631B.3
29.5	631B	1.804	631B.3
30	631B	2.048	631B.3
30.5	631B	1.809	631B.3
31	631B	2.094	631B.3
31.5	631B	1.841	631B.3
32	631B	1.879	631B.3
32.5	631B	2.149	631B.3
33	631B	2.425	631B.3
33.5	631B	2.224	631B.3
34	631B	1.871	631B.3
34.5	631B	2.192	631B.3
35	631B	2.681	631B.3
35.5	631B	2.504	631B.3
36	631B	2.612	631B.3
0.5	632B	0.093	632B.3
1	632B	0.09	632B.3
1.5	632B	0.089	632B.3
2	632B	0.089	632B.3
2.5	632B	0.093	632B.3
3	632B	0.109	632B.3
3.5	632B	0.123	632B.3
4	632B	0.141	632B.3
4.5	632B	0.162	632B.3
5	632B	0.195	632B.3
5.5	632B	0.236	632B.3
6	632B	0.284	632B.3
6.5	632B	0.356	632B.3
7	632B	0.446	632B.3
7.5	632B	0.561	632B.3
8	632B	0.702	632B.3
8.5	632B	0.854	632B.3
9	632B	1.006	632B.3
9.5	632B	1.128	632B.3
10	632B	1.249	632B.3
10.5	632B	1.372	632B.3
11	632B	1.498	632B.3
11.5	632B	1.628	632B.3
12	632B	1.746	632B.3
12.5	632B	1.83	632B.3
13	632B	1.88	632B.3
13.5	632B	1.95	632B.3
14	632B	1.982	632B.3
14.5	632B	2.045	632B.3
15	632B	2.085	632B.3
15.5	632B	2.136	632B.3
16	632B	2.183	632B.3
16.5	632B	2.209	632B.3
17	632B	2.259	632B.3
17.5	632B	2.309	632B.3
18	632B	2.308	632B.3
18.5	632B	2.374	632B.3
19	632B	2.399	632B.3
19.5	632B	2.395	632B.3
20	632B	2.395	632B.3
20.5	632B	2.414	632B.3
21	632B	2.463	632B.3
21.5	632B	2.468	632B.3
22	632B	2.493	632B.3
22.5	632B	2.487	632B.3
23	632B	2.432	632B.3
23.5	632B	2.564	632B.3
24	632B	2.629	632B.3
24.5	632B	2.534	632B.3
25	632B	2.533	632B.3
25.5	632B	2.591	632B.3
26	632B	2.641	632B.3
26.5	632B	2.666	632B.3
27	632B	2.761	632B.3
27.5	632B	2.806	632B.3
28	632B	2.765	632B.3
28.5	632B	2.775	632B.3
29	632B	2.792	632B.3
29.5	632B	2.743	632B.3
30	632B	2.792	632B.3
30.5	632B	2.8	632B.3
31	632B	2.758	632B.3
31.5	632B	2.743	632B.3
32	632B	2.811	632B.3
32.5	632B	2.696	632B.3
33	632B	2.772	632B.3
33.5	632B	2.802	632B.3
34	632B	2.712	632B.3
34.5	632B	2.626	632B.3
35	632B	2.736	632B.3
35.5	632B	2.608	632B.3
36	632B	2.651	632B.3
0.5	633A	0.085	633A.3
1	633A	0.084	633A.3
1.5	633A	0.084	633A.3
2	633A	0.086	633A.3
2.5	633A	0.088	633A.3
3	633A	0.091	633A.3
3.5	633A	0.089	633A.3
4	633A	0.093	633A.3
4.5	633A	0.097	633A.3
5	633A	0.103	633A.3
5.5	633A	0.112	633A.3
6	633A	0.125	633A.3
6.5	633A	0.151	633A.3
7	633A	0.195	633A.3
7.5	633A	0.322	633A.3
8	633A	0.416	633A.3
8.5	633A	0.492	633A.3
9	633A	0.552	633A.3
9.5	633A	0.626	633A.3
10	633A	0.674	633A.3
10.5	633A	0.727	633A.3
11	633A	0.759	633A.3
11.5	633A	0.809	633A.3
12	633A	0.844	633A.3
12.5	633A	0.865	633A.3
13	633A	0.924	633A.3
13.5	633A	0.983	633A.3
14	633A	0.993	633A.3
14.5	633A	1.007	633A.3
15	633A	1.056	633A.3
15.5	633A	1.066	633A.3
16	633A	1.083	633A.3
16.5	633A	1.08	633A.3
17	633A	1.106	633A.3
17.5	633A	1.067	633A.3
18	633A	1.09	633A.3
18.5	633A	1.048	633A.3
19	633A	1.11	633A.3
19.5	633A	1.105	633A.3
20	633A	1.193	633A.3
20.5	633A	1.204	633A.3
21	633A	1.216	633A.3
21.5	633A	1.231	633A.3
22	633A	1.155	633A.3
22.5	633A	1.187	633A.3
23	633A	1.218	633A.3
23.5	633A	1.188	633A.3
24	633A	1.202	633A.3
24.5	633A	1.196	633A.3
25	633A	1.212	633A.3
25.5	633A	1.199	633A.3
26	633A	1.184	633A.3
26.5	633A	1.201	633A.3
27	633A	1.236	633A.3
27.5	633A	1.216	633A.3
28	633A	1.181	633A.3
28.5	633A	1.196	633A.3
29	633A	1.144	633A.3
29.5	633A	1.115	633A.3
30	633A	1.142	633A.3
30.5	633A	1.131	633A.3
31	633A	1.111	633A.3
31.5	633A	1.124	633A.3
32	633A	1.085	633A.3
32.5	633A	1.079	633A.3
33	633A	1.099	633A.3
33.5	633A	1.087	633A.3
34	633A	1.075	633A.3
34.5	633A	1.069	633A.3
35	633A	1.061	633A.3
35.5	633A	1.056	633A.3
36	633A	1.062	633A.3
0.5	638A1	0.138	638A1.3
1	638A1	0.123	638A1.3
1.5	638A1	0.117	638A1.3
2	638A1	0.119	638A1.3
2.5	638A1	0.127	638A1.3
3	638A1	0.14	638A1.3
3.5	638A1	0.171	638A1.3
4	638A1	0.222	638A1.3
4.5	638A1	0.316	638A1.3
5	638A1	0.473	638A1.3
5.5	638A1	0.653	638A1.3
6	638A1	0.84	638A1.3
6.5	638A1	1.048	638A1.3
7	638A1	1.197	638A1.3
7.5	638A1	1.313	638A1.3
8	638A1	1.422	638A1.3
8.5	638A1	1.542	638A1.3
9	638A1	1.649	638A1.3
9.5	638A1	1.732	638A1.3
10	638A1	1.768	638A1.3
10.5	638A1	1.822	638A1.3
11	638A1	1.883	638A1.3
11.5	638A1	1.979	638A1.3
12	638A1	2.03	638A1.3
12.5	638A1	2.062	638A1.3
13	638A1	2.129	638A1.3
13.5	638A1	2.168	638A1.3
14	638A1	2.189	638A1.3
14.5	638A1	2.2	638A1.3
15	638A1	2.288	638A1.3
15.5	638A1	2.287	638A1.3
16	638A1	2.354	638A1.3
16.5	638A1	2.366	638A1.3
17	638A1	2.387	638A1.3
17.5	638A1	2.421	638A1.3
18	638A1	2.504	638A1.3
18.5	638A1	2.442	638A1.3
19	638A1	2.407	638A1.3
19.5	638A1	2.504	638A1.3
20	638A1	2.518	638A1.3
20.5	638A1	2.611	638A1.3
21	638A1	2.626	638A1.3
21.5	638A1	2.6	638A1.3
22	638A1	2.62	638A1.3
22.5	638A1	2.575	638A1.3
23	638A1	2.613	638A1.3
23.5	638A1	2.604	638A1.3
24	638A1	2.59	638A1.3
24.5	638A1	2.609	638A1.3
25	638A1	2.588	638A1.3
25.5	638A1	2.651	638A1.3
26	638A1	2.626	638A1.3
26.5	638A1	2.63	638A1.3
27	638A1	2.64	638A1.3
27.5	638A1	2.772	638A1.3
28	638A1	2.636	638A1.3
28.5	638A1	2.685	638A1.3
29	638A1	2.609	638A1.3
29.5	638A1	2.637	638A1.3
30	638A1	2.762	638A1.3
30.5	638A1	2.66	638A1.3
31	638A1	2.704	638A1.3
31.5	638A1	2.62	638A1.3
32	638A1	2.64	638A1.3
32.5	638A1	2.681	638A1.3
33	638A1	2.683	638A1.3
33.5	638A1	2.691	638A1.3
34	638A1	2.689	638A1.3
34.5	638A1	2.593	638A1.3
35	638A1	2.753	638A1.3
35.5	638A1	2.621	638A1.3
36	638A1	2.634	638A1.3
0.5	643E	0.088	643E.3
1	643E	0.088	643E.3
1.5	643E	0.086	643E.3
2	643E	0.088	643E.3
2.5	643E	0.088	643E.3
3	643E	0.09	643E.3
3.5	643E	0.092	643E.3
4	643E	0.089	643E.3
4.5	643E	0.088	643E.3
5	643E	0.112	643E.3
5.5	643E	0.123	643E.3
6	643E	0.132	643E.3
6.5	643E	0.124	643E.3
7	643E	0.124	643E.3
7.5	643E	0.134	643E.3
8	643E	0.171	643E.3
8.5	643E	0.226	643E.3
9	643E	0.291	643E.3
9.5	643E	0.375	643E.3
10	643E	0.449	643E.3
10.5	643E	0.588	643E.3
11	643E	0.695	643E.3
11.5	643E	0.86	643E.3
12	643E	1.01	643E.3
12.5	643E	1.144	643E.3
13	643E	1.222	643E.3
13.5	643E	1.329	643E.3
14	643E	1.457	643E.3
14.5	643E	1.578	643E.3
15	643E	1.659	643E.3
15.5	643E	1.734	643E.3
16	643E	1.781	643E.3
16.5	643E	1.817	643E.3
17	643E	1.89	643E.3
17.5	643E	1.943	643E.3
18	643E	1.975	643E.3
18.5	643E	2.022	643E.3
19	643E	2.078	643E.3
19.5	643E	2.114	643E.3
20	643E	2.144	643E.3
20.5	643E	2.163	643E.3
21	643E	2.231	643E.3
21.5	643E	2.249	643E.3
22	643E	2.27	643E.3
22.5	643E	2.274	643E.3
23	643E	2.308	643E.3
23.5	643E	2.349	643E.3
24	643E	2.388	643E.3
24.5	643E	2.358	643E.3
25	643E	2.325	643E.3
25.5	643E	2.375	643E.3
26	643E	2.387	643E.3
26.5	643E	2.392	643E.3
27	643E	2.393	643E.3
27.5	643E	2.385	643E.3
28	643E	2.405	643E.3
28.5	643E	2.376	643E.3
29	643E	2.324	643E.3
29.5	643E	2.304	643E.3
30	643E	2.29	643E.3
30.5	643E	2.292	643E.3
31	643E	2.284	643E.3
31.5	643E	2.328	643E.3
32	643E	2.333	643E.3
32.5	643E	2.34	643E.3
33	643E	2.327	643E.3
33.5	643E	2.339	643E.3
34	643E	2.319	643E.3
34.5	643E	2.282	643E.3
35	643E	2.3	643E.3
35.5	643E	2.288	643E.3
36	643E	2.287	643E.3
0.5	649D1	0.088	649D1.3
1	649D1	0.087	649D1.3
1.5	649D1	0.087	649D1.3
2	649D1	0.085	649D1.3
2.5	649D1	0.086	649D1.3
3	649D1	0.097	649D1.3
3.5	649D1	0.102	649D1.3
4	649D1	0.109	649D1.3
4.5	649D1	0.118	649D1.3
5	649D1	0.142	649D1.3
5.5	649D1	0.164	649D1.3
6	649D1	0.185	649D1.3
6.5	649D1	0.216	649D1.3
7	649D1	0.264	649D1.3
7.5	649D1	0.327	649D1.3
8	649D1	0.412	649D1.3
8.5	649D1	0.503	649D1.3
9	649D1	0.575	649D1.3
9.5	649D1	0.786	649D1.3
10	649D1	0.878	649D1.3
10.5	649D1	0.988	649D1.3
11	649D1	1.132	649D1.3
11.5	649D1	1.26	649D1.3
12	649D1	1.399	649D1.3
12.5	649D1	1.517	649D1.3
13	649D1	1.631	649D1.3
13.5	649D1	1.739	649D1.3
14	649D1	1.802	649D1.3
14.5	649D1	1.86	649D1.3
15	649D1	1.889	649D1.3
15.5	649D1	1.977	649D1.3
16	649D1	2.008	649D1.3
16.5	649D1	2.064	649D1.3
17	649D1	2.096	649D1.3
17.5	649D1	2.149	649D1.3
18	649D1	2.199	649D1.3
18.5	649D1	2.224	649D1.3
19	649D1	2.258	649D1.3
19.5	649D1	2.283	649D1.3
20	649D1	2.308	649D1.3
20.5	649D1	2.328	649D1.3
21	649D1	2.402	649D1.3
21.5	649D1	2.454	649D1.3
22	649D1	2.493	649D1.3
22.5	649D1	2.475	649D1.3
23	649D1	2.488	649D1.3
23.5	649D1	2.552	649D1.3
24	649D1	2.575	649D1.3
24.5	649D1	2.604	649D1.3
25	649D1	2.541	649D1.3
25.5	649D1	2.567	649D1.3
26	649D1	2.603	649D1.3
26.5	649D1	2.632	649D1.3
27	649D1	2.597	649D1.3
27.5	649D1	2.669	649D1.3
28	649D1	2.629	649D1.3
28.5	649D1	2.646	649D1.3
29	649D1	2.641	649D1.3
29.5	649D1	2.645	649D1.3
30	649D1	2.647	649D1.3
30.5	649D1	2.672	649D1.3
31	649D1	2.66	649D1.3
31.5	649D1	2.716	649D1.3
32	649D1	2.643	649D1.3
32.5	649D1	2.619	649D1.3
33	649D1	2.611	649D1.3
33.5	649D1	2.726	649D1.3
34	649D1	2.672	649D1.3
34.5	649D1	2.622	649D1.3
35	649D1	2.717	649D1.3
35.5	649D1	2.594	649D1.3
36	649D1	2.612	649D1.3
4.5	633A	0.097	633A.3
5	633A	0.103	633A.3
5.5	633A	0.112	633A.3
6	633A	0.125	633A.3
6.5	633A	0.151	633A.3
7	633A	0.195	633A.3
7.5	633A	0.322	633A.3
8	633A	0.416	633A.3
8.5	633A	0.492	633A.3
9	633A	0.552	633A.3
9.5	633A	0.626	633A.3
10	633A	0.674	633A.3
10.5	633A	0.727	633A.3
11	633A	0.759	633A.3
11.5	633A	0.809	633A.3
12	633A	0.844	633A.3
12.5	633A	0.865	633A.3
13	633A	0.924	633A.3
13.5	633A	0.983	633A.3
14	633A	0.993	633A.3
14.5	633A	1.007	633A.3
15	633A	1.056	633A.3
15.5	633A	1.066	633A.3
16	633A	1.083	633A.3
16.5	633A	1.08	633A.3
17	633A	1.106	633A.3
17.5	633A	1.067	633A.3
18	633A	1.09	633A.3
18.5	633A	1.048	633A.3
19	633A	1.11	633A.3
19.5	633A	1.105	633A.3
20	633A	1.193	633A.3
20.5	633A	1.204	633A.3
21	633A	1.216	633A.3
21.5	633A	1.231	633A.3
22	633A	1.155	633A.3
22.5	633A	1.187	633A.3
23	633A	1.218	633A.3
23.5	633A	1.188	633A.3
24	633A	1.202	633A.3
24.5	633A	1.196	633A.3
25	633A	1.212	633A.3
25.5	633A	1.199	633A.3
26	633A	1.184	633A.3
26.5	633A	1.201	633A.3
27	633A	1.236	633A.3
27.5	633A	1.216	633A.3
28	633A	1.181	633A.3
28.5	633A	1.196	633A.3
29	633A	1.144	633A.3
29.5	633A	1.115	633A.3
30	633A	1.142	633A.3
30.5	633A	1.131	633A.3
31	633A	1.111	633A.3
31.5	633A	1.124	633A.3
32	633A	1.085	633A.3
32.5	633A	1.079	633A.3
33	633A	1.099	633A.3
33.5	633A	1.087	633A.3
34	633A	1.075	633A.3
34.5	633A	1.069	633A.3
35	633A	1.061	633A.3
35.5	633A	1.056	633A.3
36	633A	1.062	633A.3
0.5	638A1	0.138	638A1.3
1	638A1	0.123	638A1.3
1.5	638A1	0.117	638A1.3
2	638A1	0.119	638A1.3
2.5	638A1	0.127	638A1.3
3	638A1	0.14	638A1.3
3.5	638A1	0.171	638A1.3
4	638A1	0.222	638A1.3
4.5	638A1	0.316	638A1.3
5	638A1	0.473	638A1.3
5.5	638A1	0.653	638A1.3
6	638A1	0.84	638A1.3
6.5	638A1	1.048	638A1.3
7	638A1	1.197	638A1.3
7.5	638A1	1.313	638A1.3
8	638A1	1.422	638A1.3
8.5	638A1	1.542	638A1.3
9	638A1	1.649	638A1.3
9.5	638A1	1.732	638A1.3
10	638A1	1.768	638A1.3
10.5	638A1	1.822	638A1.3
11	638A1	1.883	638A1.3
11.5	638A1	1.979	638A1.3
12	638A1	2.03	638A1.3
12.5	638A1	2.062	638A1.3
13	638A1	2.129	638A1.3
13.5	638A1	2.168	638A1.3
14	638A1	2.189	638A1.3
14.5	638A1	2.2	638A1.3
15	638A1	2.288	638A1.3
15.5	638A1	2.287	638A1.3
16	638A1	2.354	638A1.3
16.5	638A1	2.366	638A1.3
17	638A1	2.387	638A1.3
17.5	638A1	2.421	638A1.3
18	638A1	2.504	638A1.3
18.5	638A1	2.442	638A1.3
19	638A1	2.407	638A1.3
19.5	638A1	2.504	638A1.3
20	638A1	2.518	638A1.3
20.5	638A1	2.611	638A1.3
21	638A1	2.626	638A1.3
21.5	638A1	2.6	638A1.3
22	638A1	2.62	638A1.3
22.5	638A1	2.575	638A1.3
23	638A1	2.613	638A1.3
23.5	638A1	2.604	638A1.3
24	638A1	2.59	638A1.3
24.5	638A1	2.609	638A1.3
25	638A1	2.588	638A1.3
25.5	638A1	2.651	638A1.3
26	638A1	2.626	638A1.3
26.5	638A1	2.63	638A1.3
27	638A1	2.64	638A1.3
27.5	638A1	2.772	638A1.3
28	638A1	2.636	638A1.3
28.5	638A1	2.685	638A1.3
29	638A1	2.609	638A1.3
29.5	638A1	2.637	638A1.3
30	638A1	2.762	638A1.3
30.5	638A1	2.66	638A1.3
31	638A1	2.704	638A1.3
31.5	638A1	2.62	638A1.3
32	638A1	2.64	638A1.3
32.5	638A1	2.681	638A1.3
33	638A1	2.683	638A1.3
33.5	638A1	2.691	638A1.3
34	638A1	2.689	638A1.3
34.5	638A1	2.593	638A1.3
35	638A1	2.753	638A1.3
35.5	638A1	2.621	638A1.3
36	638A1	2.634	638A1.3
0.5	643E	0.088	643E.3
1	643E	0.088	643E.3
1.5	643E	0.086	643E.3
2	643E	0.088	643E.3
2.5	643E	0.088	643E.3
3	643E	0.09	643E.3
3.5	643E	0.092	643E.3
4	643E	0.089	643E.3
4.5	643E	0.088	643E.3
5	643E	0.112	643E.3
5.5	643E	0.123	643E.3
6	643E	0.132	643E.3
6.5	643E	0.124	643E.3
7	643E	0.124	643E.3
7.5	643E	0.134	643E.3
8	643E	0.171	643E.3
8.5	643E	0.226	643E.3
9	643E	0.291	643E.3
9.5	643E	0.375	643E.3
10	643E	0.449	643E.3
10.5	643E	0.588	643E.3
11	643E	0.695	643E.3
11.5	643E	0.86	643E.3
12	643E	1.01	643E.3
12.5	643E	1.144	643E.3
13	643E	1.222	643E.3
13.5	643E	1.329	643E.3
14	643E	1.457	643E.3
14.5	643E	1.578	643E.3
15	643E	1.659	643E.3
15.5	643E	1.734	643E.3
16	643E	1.781	643E.3
16.5	643E	1.817	643E.3
17	643E	1.89	643E.3
17.5	643E	1.943	643E.3
18	643E	1.975	643E.3
18.5	643E	2.022	643E.3
19	643E	2.078	643E.3
19.5	643E	2.114	643E.3
20	643E	2.144	643E.3
20.5	643E	2.163	643E.3
21	643E	2.231	643E.3
21.5	643E	2.249	643E.3
22	643E	2.27	643E.3
22.5	643E	2.274	643E.3
23	643E	2.308	643E.3
23.5	643E	2.349	643E.3
24	643E	2.388	643E.3
24.5	643E	2.358	643E.3
25	643E	2.325	643E.3
25.5	643E	2.375	643E.3
26	643E	2.387	643E.3
26.5	643E	2.392	643E.3
27	643E	2.393	643E.3
27.5	643E	2.385	643E.3
28	643E	2.405	643E.3
28.5	643E	2.376	643E.3
29	643E	2.324	643E.3
29.5	643E	2.304	643E.3
30	643E	2.29	643E.3
30.5	643E	2.292	643E.3
31	643E	2.284	643E.3
31.5	643E	2.328	643E.3
32	643E	2.333	643E.3
32.5	643E	2.34	643E.3
33	643E	2.327	643E.3
33.5	643E	2.339	643E.3
34	643E	2.319	643E.3
34.5	643E	2.282	643E.3
35	643E	2.3	643E.3
35.5	643E	2.288	643E.3
36	643E	2.287	643E.3
0.5	649D1	0.088	649D1.3
1	649D1	0.087	649D1.3
1.5	649D1	0.087	649D1.3
2	649D1	0.085	649D1.3
2.5	649D1	0.086	649D1.3
3	649D1	0.097	649D1.3
3.5	649D1	0.102	649D1.3
4	649D1	0.109	649D1.3
4.5	649D1	0.118	649D1.3
5	649D1	0.142	649D1.3
5.5	649D1	0.164	649D1.3
6	649D1	0.185	649D1.3
6.5	649D1	0.216	649D1.3
7	649D1	0.264	649D1.3
7.5	649D1	0.327	649D1.3
8	649D1	0.412	649D1.3
8.5	649D1	0.503	649D1.3
9	649D1	0.575	649D1.3
9.5	649D1	0.786	649D1.3
10	649D1	0.878	649D1.3
10.5	649D1	0.988	649D1.3
11	649D1	1.132	649D1.3
11.5	649D1	1.26	649D1.3
12	649D1	1.399	649D1.3
12.5	649D1	1.517	649D1.3
13	649D1	1.631	649D1.3
13.5	649D1	1.739	649D1.3
14	649D1	1.802	649D1.3
14.5	649D1	1.86	649D1.3
15	649D1	1.889	649D1.3
15.5	649D1	1.977	649D1.3
16	649D1	2.008	649D1.3
16.5	649D1	2.064	649D1.3
17	649D1	2.096	649D1.3
17.5	649D1	2.149	649D1.3
18	649D1	2.199	649D1.3
18.5	649D1	2.224	649D1.3
19	649D1	2.258	649D1.3
19.5	649D1	2.283	649D1.3
20	649D1	2.308	649D1.3
20.5	649D1	2.328	649D1.3
21	649D1	2.402	649D1.3
21.5	649D1	2.454	649D1.3
22	649D1	2.493	649D1.3
22.5	649D1	2.475	649D1.3
23	649D1	2.488	649D1.3
23.5	649D1	2.552	649D1.3
24	649D1	2.575	649D1.3
24.5	649D1	2.604	649D1.3
25	649D1	2.541	649D1.3
25.5	649D1	2.567	649D1.3
26	649D1	2.603	649D1.3
26.5	649D1	2.632	649D1.3
27	649D1	2.597	649D1.3
27.5	649D1	2.669	649D1.3
28	649D1	2.629	649D1.3
28.5	649D1	2.646	649D1.3
29	649D1	2.641	649D1.3
29.5	649D1	2.645	649D1.3
30	649D1	2.647	649D1.3
30.5	649D1	2.672	649D1.3
31	649D1	2.66	649D1.3
31.5	649D1	2.716	649D1.3
32	649D1	2.643	649D1.3
32.5	649D1	2.619	649D1.3
33	649D1	2.611	649D1.3
33.5	649D1	2.726	649D1.3
34	649D1	2.672	649D1.3
34.5	649D1	2.622	649D1.3
35	649D1	2.717	649D1.3
35.5	649D1	2.594	649D1.3
36	649D1	2.612	649D1.3
0.5	630A	0.108	630A.1
1	630A	0.148	630A.1
1.5	630A	0.15	630A.1
2	630A	0.156	630A.1
2.5	630A	0.177	630A.1
3	630A	0.208	630A.1
3.5	630A	0.238	630A.1
4	630A	0.29	630A.1
4.5	630A	0.379	630A.1
5	630A	0.46	630A.1
5.5	630A	0.564	630A.1
6	630A	0.658	630A.1
6.5	630A	0.799	630A.1
7	630A	0.938	630A.1
7.5	630A	1.087	630A.1
8	630A	1.173	630A.1
8.5	630A	1.252	630A.1
9	630A	1.338	630A.1
9.5	630A	1.39	630A.1
10	630A	1.477	630A.1
10.5	630A	1.541	630A.1
11	630A	1.6	630A.1
11.5	630A	1.646	630A.1
12	630A	1.707	630A.1
12.5	630A	1.747	630A.1
13	630A	1.794	630A.1
13.5	630A	1.865	630A.1
14	630A	1.912	630A.1
14.5	630A	1.889	630A.1
15	630A	1.962	630A.1
15.5	630A	1.99	630A.1
16	630A	2.018	630A.1
16.5	630A	2.04	630A.1
17	630A	2.058	630A.1
17.5	630A	2.101	630A.1
18	630A	2.109	630A.1
18.5	630A	2.127	630A.1
19	630A	2.164	630A.1
19.5	630A	2.153	630A.1
20	630A	2.151	630A.1
20.5	630A	2.173	630A.1
21	630A	2.206	630A.1
21.5	630A	2.189	630A.1
22	630A	2.228	630A.1
22.5	630A	2.192	630A.1
23	630A	2.205	630A.1
23.5	630A	2.222	630A.1
24	630A	2.256	630A.1
24.5	630A	2.223	630A.1
25	630A	2.22	630A.1
25.5	630A	2.247	630A.1
26	630A	2.212	630A.1
26.5	630A	2.204	630A.1
27	630A	2.197	630A.1
27.5	630A	2.225	630A.1
28	630A	2.198	630A.1
28.5	630A	2.236	630A.1
29	630A	2.187	630A.1
29.5	630A	2.174	630A.1
30	630A	2.213	630A.1
30.5	630A	2.168	630A.1
31	630A	2.18	630A.1
31.5	630A	2.179	630A.1
32	630A	2.148	630A.1
32.5	630A	2.143	630A.1
33	630A	2.125	630A.1
33.5	630A	2.135	630A.1
34	630A	2.126	630A.1
34.5	630A	2.101	630A.1
35	630A	2.104	630A.1
35.5	630A	2.066	630A.1
36	630A	2.071	630A.1
0.5	CP12E	0.098	CP12E.1
1	CP12E	0.092	CP12E.1
1.5	CP12E	0.089	CP12E.1
2	CP12E	0.091	CP12E.1
2.5	CP12E	0.092	CP12E.1
3	CP12E	0.095	CP12E.1
3.5	CP12E	0.098	CP12E.1
4	CP12E	0.106	CP12E.1
4.5	CP12E	0.122	CP12E.1
5	CP12E	0.162	CP12E.1
5.5	CP12E	0.213	CP12E.1
6	CP12E	0.291	CP12E.1
6.5	CP12E	0.396	CP12E.1
7	CP12E	0.546	CP12E.1
7.5	CP12E	0.693	CP12E.1
8	CP12E	0.831	CP12E.1
8.5	CP12E	0.942	CP12E.1
9	CP12E	1.044	CP12E.1
9.5	CP12E	1.136	CP12E.1
10	CP12E	1.225	CP12E.1
